"Run Number","Policy Number","Policy Reference","Transaction Reference","Transaction Type Code","Transaction Type Description","Allocation Date","Transaction Amount","Transaction Currency"
452037,8162733,"",20230504203753082000,220,"Renewal Premium",20230505,815.000,"USD"
452037,8162733,"",20230606204147961000,220,"Renewal Premium",20230607,815.000,"USD"
452037,8162733,"",20230709203758148000,220,"Renewal Premium",20230710,815.000,"USD"
452037,8162733,"",20230810203743209000,220,"Renewal Premium",20230811,815.000,"USD"
452037,8162733,"",20230907203849812000,220,"Renewal Premium",20230908,815.000,"USD"
452037,8162733,"",20231008203619805000,220,"Renewal Premium",20231009,815.000,"USD"
452037,8163761,"PIC-ZL-658",20221024204103973000,220,"Renewal Premium",20221025,2000.000,"USD"
452037,8163761,"PIC-ZL-658",20221124204036412000,220,"Renewal Premium",20221125,2000.000,"USD"
452037,8163761,"PIC-ZL-658",20221226204502089000,220,"Renewal Premium",20221227,2000.000,"USD"
452037,8163761,"PIC-ZL-658",20230124204201067000,220,"Renewal Premium",20230125,2000.000,"USD"
452037,8163761,"PIC-ZL-658",20230224204207334000,220,"Renewal Premium",20230225,2000.000,"USD"
452037,8163761,"PIC-ZL-658",20230324203956908000,220,"Renewal Premium",20230325,2000.000,"USD"
452037,8163761,"PIC-ZL-658",20230425204118367000,220,"Renewal Premium",20230426,2000.000,"USD"
452037,8163761,"PIC-ZL-658",20230524203923192000,220,"Renewal Premium",20230525,2000.000,"USD"
452037,8163761,"PIC-ZL-658",20230626204000519000,220,"Renewal Premium",20230627,2000.000,"USD"
452037,8163761,"PIC-ZL-658",20230724203757002000,220,"Renewal Premium",20230725,2000.000,"USD"
452037,8163761,"PIC-ZL-658",20230824203845757000,220,"Renewal Premium",20230825,2000.000,"USD"
452037,8163761,"PIC-ZL-658",20230925203832475000,220,"Renewal Premium",20230926,2000.000,"USD"
452037,8170677,"",20230716203644194000,302,"Partial Surrender",20230717,-23481.400,"USD"
452037,8173122,"",20221117203849427000,220,"Renewal Premium",20221118,2500.000,"USD"
452037,8173122,"",20221117203849585000,220,"Renewal Premium",20221118,10.230,"USD"
452037,8173122,"",20230207204059182000,220,"Renewal Premium",20230208,2500.000,"USD"
452037,8173122,"",20230207204059195000,220,"Renewal Premium",20230208,1.710,"USD"
452037,8173122,"",20230509204211591000,220,"Renewal Premium",20230510,2500.000,"USD"
452037,8173122,"",20230509204211620000,220,"Renewal Premium",20230510,1.710,"USD"
452037,8173122,"",20230807203805536000,220,"Renewal Premium",20230808,2500.000,"USD"
452037,8173122,"",20230807203805589000,220,"Renewal Premium",20230808,1.710,"USD"
452037,8174965,"",20221026204134589000,220,"Renewal Premium",20221027,3000.000,"USD"
452037,8174965,"",20221026204134607000,220,"Renewal Premium",20221027,31.370,"USD"
452037,8174965,"",20221205204035204000,220,"Renewal Premium",20221206,3000.000,"USD"
452037,8174965,"",20221205204035217000,220,"Renewal Premium",20221206,28.640,"USD"
452037,8174965,"",20221227204115118000,220,"Renewal Premium",20221228,3000.000,"USD"
452037,8174965,"",20221227204115129000,220,"Renewal Premium",20221228,28.640,"USD"
452037,8174965,"",20230127204057140000,220,"Renewal Premium",20230128,3000.000,"USD"
452037,8174965,"",20230127204057155000,220,"Renewal Premium",20230128,18.360,"USD"
452037,8174965,"",20230228221254072000,220,"Renewal Premium",20230301,3000.000,"USD"
452037,8174965,"",20230228221254098000,220,"Renewal Premium",20230301,18.360,"USD"
452037,8174965,"",20230330204028663000,220,"Renewal Premium",20230331,3000.000,"USD"
452037,8174965,"",20230330204028680000,220,"Renewal Premium",20230331,18.360,"USD"
452037,8174965,"",20230427203813840000,220,"Renewal Premium",20230428,3000.000,"USD"
452037,8174965,"",20230427203813852000,220,"Renewal Premium",20230428,18.360,"USD"
452037,8174965,"",20230530203902146000,220,"Renewal Premium",20230531,3000.000,"USD"
452037,8174965,"",20230530203902158000,220,"Renewal Premium",20230531,23.800,"USD"
452037,8174965,"",20230703204127800000,220,"Renewal Premium",20230704,3000.000,"USD"
452037,8174965,"",20230703204127838000,220,"Renewal Premium",20230704,18.360,"USD"
452037,8174965,"",20230801204628146000,220,"Renewal Premium",20230802,3000.000,"USD"
452037,8174965,"",20230801204628166000,220,"Renewal Premium",20230802,18.360,"USD"
452037,8174965,"",20230829203840798000,220,"Renewal Premium",20230830,3000.000,"USD"
452037,8174965,"",20230829203840814000,220,"Renewal Premium",20230830,18.360,"USD"
452037,8174965,"",20231004203712587000,220,"Renewal Premium",20231005,3000.000,"USD"
452037,8174965,"",20231004203712603000,220,"Renewal Premium",20231005,18.360,"USD"
452037,8192128,"",20221101205304652000,220,"Renewal Premium",20221102,1022.000,"USD"
452037,8192128,"",20221101205304671000,220,"Renewal Premium",20221102,400.000,"USD"
452037,8192128,"",20221130221439382000,220,"Renewal Premium",20221201,1022.000,"USD"
452037,8192128,"",20221130221439406000,220,"Renewal Premium",20221201,400.000,"USD"
452037,8192128,"",20230102204217953000,220,"Renewal Premium",20230103,1022.000,"USD"
452037,8192128,"",20230102204217974000,220,"Renewal Premium",20230103,400.000,"USD"
452037,8192128,"",20230205204840971000,220,"Renewal Premium",20230206,1422.000,"USD"
452037,8192128,"",20230306204445326000,220,"Renewal Premium",20230307,1422.000,"USD"
452037,8192128,"",20230405203936477000,220,"Renewal Premium",20230406,1422.000,"USD"
452037,8192128,"",20230503203802022000,220,"Renewal Premium",20230504,1422.000,"USD"
452037,8192128,"",20230605203933966000,220,"Renewal Premium",20230606,1422.000,"USD"
452037,8192128,"",20230706204034279000,220,"Renewal Premium",20230707,1422.000,"USD"
452037,8192128,"",20230803203733981000,220,"Renewal Premium",20230804,1422.000,"USD"
452037,8192128,"",20230905204510349000,220,"Renewal Premium",20230906,1422.000,"USD"
452037,8192128,"",20231004203713846000,220,"Renewal Premium",20231005,1422.000,"USD"
452037,8194669,"",20221106204043402000,220,"Renewal Premium",20221107,500.000,"USD"
452037,8194669,"",20221206205243301000,220,"Renewal Premium",20221207,500.000,"USD"
452037,8194669,"",20230104203953597000,220,"Renewal Premium",20230105,500.000,"USD"
452037,8194669,"",20230206204330979000,220,"Renewal Premium",20230207,500.000,"USD"
452037,8194669,"",20230306204452687000,220,"Renewal Premium",20230307,500.000,"USD"
452037,8194669,"",20230404204144967000,220,"Renewal Premium",20230405,500.000,"USD"
452037,8194669,"",20230504203757408000,220,"Renewal Premium",20230505,500.000,"USD"
452037,8194669,"",20230606204242151000,220,"Renewal Premium",20230607,500.000,"USD"
452037,8194669,"",20230705203847667000,220,"Renewal Premium",20230706,500.000,"USD"
452037,8194669,"",20230806203652328000,220,"Renewal Premium",20230807,500.000,"USD"
452037,8194669,"",20230905204510755000,220,"Renewal Premium",20230906,500.000,"USD"
452037,8194669,"",20231004203714029000,220,"Renewal Premium",20231005,500.000,"USD"
452037,8197322,"PIC13100/1",20221114203847401000,220,"Renewal Premium",20221115,815.000,"USD"
452037,8197322,"PIC13100/1",20221212204104442000,220,"Renewal Premium",20221213,815.000,"USD"
452037,8197322,"PIC13100/1",20230112203914142000,220,"Renewal Premium",20230113,815.000,"USD"
452037,8197322,"PIC13100/1",20230213204306319000,220,"Renewal Premium",20230214,815.000,"USD"
452037,8197322,"PIC13100/1",20230313204101064000,220,"Renewal Premium",20230314,815.000,"USD"
452037,8197322,"PIC13100/1",20230412203909526000,220,"Renewal Premium",20230413,815.000,"USD"
452037,8197322,"PIC13100/1",20230512203633440000,220,"Renewal Premium",20230513,815.000,"USD"
452037,8197322,"PIC13100/1",20230612203749656000,220,"Renewal Premium",20230613,815.000,"USD"
452037,8197322,"PIC13100/1",20230712203749410000,220,"Renewal Premium",20230713,815.000,"USD"
452037,8197322,"PIC13100/1",20230814203707508000,220,"Renewal Premium",20230815,815.000,"USD"
452037,8197322,"PIC13100/1",20230912204149914000,220,"Renewal Premium",20230913,815.000,"USD"
452037,8197322,"PIC13100/1",20231012203648501000,220,"Renewal Premium",20231013,815.000,"USD"
452037,8209848,"PIC1248/11",20221101205315049000,220,"Renewal Premium",20221102,1508.000,"USD"
452037,8209848,"PIC1248/11",20221205204045355000,220,"Renewal Premium",20221206,1508.000,"USD"
452037,8209848,"PIC1248/11",20230102204230639000,220,"Renewal Premium",20230103,1508.000,"USD"
452037,8209848,"PIC1248/11",20230201205155489000,220,"Renewal Premium",20230202,1508.000,"USD"
452037,8209848,"PIC1248/11",20230302204219740000,220,"Renewal Premium",20230303,1508.000,"USD"
452037,8209848,"PIC1248/11",20230403204214409000,220,"Renewal Premium",20230404,1508.000,"USD"
452037,8209848,"PIC1248/11",20230501204717331000,220,"Renewal Premium",20230502,1508.000,"USD"
452037,8209848,"PIC1248/11",20230601204639593000,220,"Renewal Premium",20230602,1508.000,"USD"
452037,8209848,"PIC1248/11",20230703204137902000,220,"Renewal Premium",20230704,1508.000,"USD"
452037,8209848,"PIC1248/11",20230801204636205000,220,"Renewal Premium",20230802,1508.000,"USD"
452037,8209848,"PIC1248/11",20230901204732778000,220,"Renewal Premium",20230902,1508.000,"USD"
452037,8209848,"PIC1248/11",20231002204006735000,220,"Renewal Premium",20231003,1508.000,"USD"
452037,8216756,"",20221025204134400000,220,"Renewal Premium",20221026,320.000,"USD"
452037,8216756,"",20221124204041721000,220,"Renewal Premium",20221125,320.000,"USD"
452037,8216756,"",20221227204122919000,220,"Renewal Premium",20221228,320.000,"USD"
452037,8216756,"",20230124204220059000,220,"Renewal Premium",20230125,320.000,"USD"
452037,8216756,"",20230227204201460000,220,"Renewal Premium",20230228,320.000,"USD"
452037,8216756,"",20230327204102994000,220,"Renewal Premium",20230328,320.000,"USD"
452037,8216756,"",20230426204453914000,220,"Renewal Premium",20230427,320.000,"USD"
452037,8216756,"",20230525203845302000,220,"Renewal Premium",20230526,320.000,"USD"
452037,8216756,"",20230623203752543000,220,"Renewal Premium",20230624,320.000,"USD"
452037,8216756,"",20230725203759572000,220,"Renewal Premium",20230726,320.000,"USD"
452037,8216756,"",20230828203837344000,220,"Renewal Premium",20230829,320.000,"USD"
452037,8216756,"",20230926203829268000,220,"Renewal Premium",20230927,320.000,"USD"
452037,8217699,"PIC-ZL-786",20221101205322778000,220,"Renewal Premium",20221102,545.000,"USD"
452037,8217699,"PIC-ZL-786",20221101205322821000,220,"Renewal Premium",20221102,2.070,"USD"
452037,8217699,"PIC-ZL-786",20221206205354275000,220,"Renewal Premium",20221207,545.000,"USD"
452037,8217699,"PIC-ZL-786",20221206205354338000,220,"Renewal Premium",20221207,2.070,"USD"
452037,8217699,"PIC-ZL-786",20230103204235605000,220,"Renewal Premium",20230104,545.000,"USD"
452037,8217699,"PIC-ZL-786",20230103204235625000,220,"Renewal Premium",20230104,2.070,"USD"
452037,8217699,"PIC-ZL-786",20230202204057523000,220,"Renewal Premium",20230203,545.000,"USD"
452037,8217699,"PIC-ZL-786",20230202204057538000,220,"Renewal Premium",20230203,0.210,"USD"
452037,8217699,"PIC-ZL-786",20230301205242619000,220,"Renewal Premium",20230302,545.000,"USD"
452037,8217699,"PIC-ZL-786",20230301205242705000,220,"Renewal Premium",20230302,0.210,"USD"
452037,8217699,"PIC-ZL-786",20230404204213151000,220,"Renewal Premium",20230405,545.000,"USD"
452037,8217699,"PIC-ZL-786",20230404204213242000,220,"Renewal Premium",20230405,0.210,"USD"
452037,8217699,"PIC-ZL-786",20230505203726435000,220,"Renewal Premium",20230506,545.000,"USD"
452037,8217699,"PIC-ZL-786",20230505203726495000,220,"Renewal Premium",20230506,0.210,"USD"
452037,8217699,"PIC-ZL-786",20230605203954371000,220,"Renewal Premium",20230606,545.000,"USD"
452037,8217699,"PIC-ZL-786",20230605203954399000,220,"Renewal Premium",20230606,0.210,"USD"
452037,8217699,"PIC-ZL-786",20230705203851866000,220,"Renewal Premium",20230706,545.000,"USD"
452037,8217699,"PIC-ZL-786",20230705203851936000,220,"Renewal Premium",20230706,0.210,"USD"
452037,8217699,"PIC-ZL-786",20230801204637852000,220,"Renewal Premium",20230802,545.000,"USD"
452037,8217699,"PIC-ZL-786",20230801204637884000,220,"Renewal Premium",20230802,0.210,"USD"
452037,8217699,"PIC-ZL-786",20230905204518956000,220,"Renewal Premium",20230905,545.000,"USD"
452037,8217699,"PIC-ZL-786",20230905204518974000,220,"Renewal Premium",20230905,0.210,"USD"
452037,8217699,"PIC-ZL-786",20231003204012201000,220,"Renewal Premium",20231004,545.000,"USD"
452037,8217699,"PIC-ZL-786",20231003204012219000,220,"Renewal Premium",20231004,0.210,"USD"
452037,8218671,"PIC-ZL 792",20230227204201540000,400,"Switch",20230228,0.000,""
452037,8218671,"PIC-ZL 792",20230301205243001000,303,"Maturity",20230302,-328522.860,"AED"
452037,8228146,"PIC13352",20230103204237402000,220,"Renewal Premium",20221104,4000.000,"USD"
452037,8228146,"PIC13352",20230103204237424000,220,"Renewal Premium",20221104,27.920,"USD"
452037,8228146,"PIC13352",20230115203819534000,220,"Renewal Premium",20230116,4000.000,"USD"
452037,8228146,"PIC13352",20230205204849359000,220,"Renewal Premium",20230206,4000.000,"USD"
452037,8228146,"PIC13352",20230306204551733000,220,"Renewal Premium",20230307,4000.000,"USD"
452037,8228146,"PIC13352",20230405203949908000,220,"Renewal Premium",20230406,4000.000,"USD"
452037,8228146,"PIC13352",20230503203811912000,220,"Renewal Premium",20230504,4000.000,"USD"
452037,8228146,"PIC13352",20230605203955922000,220,"Renewal Premium",20230606,4000.000,"USD"
452037,8228146,"PIC13352",20230706204125951000,220,"Renewal Premium",20230707,4000.000,"USD"
452037,8228146,"PIC13352",20230803203742295000,220,"Renewal Premium",20230804,4000.000,"USD"
452037,8228146,"PIC13352",20230905204521291000,220,"Renewal Premium",20230906,4000.000,"USD"
452037,8228146,"PIC13352",20231004203717005000,220,"Renewal Premium",20231005,4000.000,"USD"
452037,8229083,"",20230629203807086000,400,"Switch",20230630,0.000,""
452037,8229083,"",20231001204850026000,680,"Dormancy Recoupment",20231002,-6926.840,"USD"
452037,8229083,"",20231001204850036000,681,"Dormancy Adjustment",20231002,0.000,""
452037,8229083,"",20231001204850040000,682,"Dormancy Penalty",20231002,-1000.000,"USD"
452037,8230898,"PIC128115",20221101205339115000,220,"Renewal Premium",20221102,300.000,"USD"
452037,8230898,"PIC128115",20221205204049277000,220,"Renewal Premium",20221206,300.000,"USD"
452037,8230898,"PIC128115",20230102204238166000,220,"Renewal Premium",20230103,300.000,"USD"
452037,8230898,"PIC128115",20230201205203567000,220,"Renewal Premium",20230202,300.000,"USD"
452037,8230898,"PIC128115",20230302204224347000,220,"Renewal Premium",20230303,300.000,"USD"
452037,8230898,"PIC128115",20230308203935579000,302,"Partial Surrender",20230309,-29416.000,"AED"
452037,8230898,"PIC128115",20230403204219909000,220,"Renewal Premium",20230404,300.000,"USD"
452037,8230898,"PIC128115",20230501204722824000,220,"Renewal Premium",20230502,300.000,"USD"
452037,8230898,"PIC128115",20230601204646975000,220,"Renewal Premium",20230602,300.000,"USD"
452037,8230898,"PIC128115",20230703204146395000,220,"Renewal Premium",20230704,300.000,"USD"
452037,8230898,"PIC128115",20230801204641391000,220,"Renewal Premium",20230802,300.000,"USD"
452037,8230898,"PIC128115",20230901204736779000,220,"Renewal Premium",20230902,300.000,"USD"
452037,8230898,"PIC128115",20231002204010093000,220,"Renewal Premium",20231003,300.000,"USD"
452037,8231748,"",20230712203753404000,220,"Renewal Premium",20230713,300.000,"EUR"
452037,8231748,"",20231009203850975000,220,"Renewal Premium",20231010,300.000,"EUR"
452037,8237559,"PIC-ZL-161",20230515203725240000,400,"Switch",20230516,0.000,""
452037,8237559,"PIC-ZL-161",20230515203725256000,404,"Switch Ccy Spread",20230516,0.000,""
452037,8237559,"PIC-ZL-161",20230801204642218000,680,"Dormancy Recoupment",20230802,-15439.160,"USD"
452037,8237559,"PIC-ZL-161",20230801204642224000,681,"Dormancy Adjustment",20230802,0.000,""
452037,8237559,"PIC-ZL-161",20230801204642228000,682,"Dormancy Penalty",20230802,-1000.000,"USD"
452037,8245968,"",20230101205352108000,680,"Dormancy Recoupment",20230102,-7902.960,"USD"
452037,8245968,"",20230101205352123000,681,"Dormancy Adjustment",20230102,0.000,""
452037,8245968,"",20230101205352126000,682,"Dormancy Penalty",20230102,-1000.000,"USD"
452037,8245968,"",20230626204013895000,301,"Full Surrender",20230621,-8869.180,"USD"
452037,8246089,"",20221027204128032000,220,"Renewal Premium",20221028,2225.000,"USD"
452037,8246089,"",20221129204220622000,220,"Renewal Premium",20221130,2225.000,"USD"
452037,8246089,"",20230102204245179000,220,"Renewal Premium",20230103,2225.000,"USD"
452037,8246089,"",20230308203937972000,220,"Renewal Premium",20230309,2225.000,"USD"
452037,8246089,"",20230308203938052000,220,"Renewal Premium",20230309,2225.000,"USD"
452037,8246089,"",20230329204020345000,220,"Renewal Premium",20230330,2225.000,"USD"
452037,8246089,"",20230501204728000000,220,"Renewal Premium",20230502,2225.000,"USD"
452037,8246089,"",20230530203908058000,220,"Renewal Premium",20230531,2225.000,"USD"
452037,8246089,"",20230629203809686000,220,"Renewal Premium",20230630,2225.000,"USD"
452037,8246089,"",20230712203755309000,302,"Partial Surrender",20230713,-70000.000,"USD"
452037,8246089,"",20230727203831519000,220,"Renewal Premium",20230728,2225.000,"USD"
452037,8246089,"",20230830203842784000,220,"Renewal Premium",20230831,2225.000,"USD"
452037,8246089,"",20230928212313556000,220,"Renewal Premium",20230929,2225.000,"USD"
452037,8260234,"PIC ZL 944",20230519203619800000,220,"Renewal Premium",20230516,-9.000,"USD"
452037,8260234,"PIC ZL 944",20230519203619816000,220,"Renewal Premium",20230516,300.000,"USD"
452037,8260234,"PIC ZL 944",20231012203654465000,302,"Partial Surrender",20231013,-38879.290,"USD"
452037,8263082,"",20221024204120405000,220,"Renewal Premium",20221025,2000.000,"USD"
452037,8263082,"",20221124204046549000,220,"Renewal Premium",20221125,2000.000,"USD"
452037,8263082,"",20221226204506135000,220,"Renewal Premium",20221227,2000.000,"USD"
452037,8263082,"",20230124204231089000,220,"Renewal Premium",20230125,2000.000,"USD"
452037,8263082,"",20230224204212497000,220,"Renewal Premium",20230225,2000.000,"USD"
452037,8263082,"",20230324204006695000,220,"Renewal Premium",20230325,2000.000,"USD"
452037,8263082,"",20230425204136241000,220,"Renewal Premium",20230426,2000.000,"USD"
452037,8263082,"",20230524203930377000,220,"Renewal Premium",20230525,2000.000,"USD"
452037,8263082,"",20230626204015478000,220,"Renewal Premium",20230627,2000.000,"USD"
452037,8263082,"",20230724203813714000,220,"Renewal Premium",20230725,2000.000,"USD"
452037,8263082,"",20230824203856599000,220,"Renewal Premium",20230825,2000.000,"USD"
452037,8269587,"",20221128204158141000,220,"Renewal Premium",20221129,1000.000,"USD"
452037,8269587,"",20221128204158159000,220,"Renewal Premium",20221129,-25.000,"USD"
452037,8269587,"",20230125204037505000,220,"Renewal Premium",20230126,1000.000,"USD"
452037,8269587,"",20230125204037525000,220,"Renewal Premium",20230126,1000.000,"USD"
452037,8269587,"",20230307204203515000,220,"Renewal Premium",20230308,1000.000,"USD"
452037,8269587,"",20230426204501128000,220,"Renewal Premium",20230427,1000.000,"USD"
452037,8269587,"",20230426204501145000,220,"Renewal Premium",20230427,1000.000,"USD"
452037,8269587,"",20230525203848818000,210,"Additional Premium",20230526,500.000,"USD"
452037,8269587,"",20230525203848830000,220,"Renewal Premium",20230526,1000.000,"USD"
452037,8269587,"",20230604203753768000,220,"Renewal Premium",20230605,1000.000,"USD"
452037,8269587,"",20230604203753807000,220,"Renewal Premium",20230605,500.000,"USD"
452037,8269587,"",20230716203650033000,220,"Renewal Premium",20230717,1000.000,"USD"
452037,8269587,"",20230716203650076000,220,"Renewal Premium",20230717,500.000,"USD"
452037,8269587,"",20230809203725959000,220,"Renewal Premium",20230810,1000.000,"USD"
452037,8269587,"",20230809203725990000,220,"Renewal Premium",20230810,500.000,"USD"
452037,8269587,"",20230921203653108000,220,"Renewal Premium",20230922,1000.000,"USD"
452037,8269587,"",20230921203653584000,220,"Renewal Premium",20230922,500.000,"USD"
452037,8269587,"",20231002204016876000,220,"Renewal Premium",20231003,1000.000,"USD"
452037,8269587,"",20231002204016894000,220,"Renewal Premium",20231003,500.000,"USD"
452037,8273300,"",20221101205404774000,220,"Renewal Premium",20221102,300.000,"USD"
452037,8273300,"",20221101205404798000,220,"Renewal Premium",20221102,2.860,"USD"
452037,8273300,"",20221201204939765000,220,"Renewal Premium",20221202,300.000,"USD"
452037,8273300,"",20221201204939920000,220,"Renewal Premium",20221202,2.860,"USD"
452037,8273300,"",20230102204258864000,220,"Renewal Premium",20230103,300.000,"USD"
452037,8273300,"",20230102204258877000,220,"Renewal Premium",20230103,2.860,"USD"
452037,8273300,"",20230201205220544000,220,"Renewal Premium",20230202,300.000,"USD"
452037,8273300,"",20230201205220651000,220,"Renewal Premium",20230202,1.840,"USD"
452037,8273300,"",20230302204237507000,220,"Renewal Premium",20230303,300.000,"USD"
452037,8273300,"",20230302204237531000,220,"Renewal Premium",20230303,1.840,"USD"
452037,8273300,"",20230503203817908000,220,"Renewal Premium",20230504,300.000,"USD"
452037,8273300,"",20230503203817930000,220,"Renewal Premium",20230504,300.000,"USD"
452037,8273300,"",20230503203817946000,220,"Renewal Premium",20230504,1.840,"USD"
452037,8273300,"",20230531233331828000,220,"Renewal Premium",20230601,300.000,"USD"
452037,8273300,"",20230531233331841000,220,"Renewal Premium",20230601,1.840,"USD"
452037,8273300,"",20230801204649575000,220,"Renewal Premium",20230802,300.000,"USD"
452037,8273300,"",20230801204649596000,220,"Renewal Premium",20230802,1.840,"USD"
452037,8273300,"",20230903203842890000,220,"Renewal Premium",20230904,300.000,"USD"
452037,8273300,"",20231004203723740000,220,"Renewal Premium",20231005,300.000,"USD"
452037,8275299,"PIC-ZL182",20221018204056262000,220,"Renewal Premium",20221019,2000.000,"USD"
452037,8275299,"PIC-ZL182",20221018204056369000,220,"Renewal Premium",20221019,8.180,"USD"
452037,8275299,"PIC-ZL182",20221121203953363000,220,"Renewal Premium",20221122,2000.000,"USD"
452037,8275299,"PIC-ZL182",20221121203953442000,220,"Renewal Premium",20221122,8.180,"USD"
452037,8275299,"PIC-ZL182",20221229204120054000,220,"Renewal Premium",20221230,2000.000,"USD"
452037,8275299,"PIC-ZL182",20221229204120066000,220,"Renewal Premium",20221230,8.180,"USD"
452037,8275299,"PIC-ZL182",20230117203845891000,220,"Renewal Premium",20230118,2000.000,"USD"
452037,8275299,"PIC-ZL182",20230117203845908000,220,"Renewal Premium",20230118,1.360,"USD"
452037,8275299,"PIC-ZL182",20230217203925712000,220,"Renewal Premium",20230218,2000.000,"USD"
452037,8275299,"PIC-ZL182",20230217203925794000,220,"Renewal Premium",20230218,1.360,"USD"
452037,8275299,"PIC-ZL182",20230317203953485000,220,"Renewal Premium",20230318,2000.000,"USD"
452037,8275299,"PIC-ZL182",20230317203953518000,220,"Renewal Premium",20230318,1.360,"USD"
452037,8275299,"PIC-ZL182",20230425204137223000,220,"Renewal Premium",20230426,2000.000,"USD"
452037,8275299,"PIC-ZL182",20230425204137233000,220,"Renewal Premium",20230426,1.360,"USD"
452037,8275299,"PIC-ZL182",20230529203835568000,220,"Renewal Premium",20230530,2000.000,"USD"
452037,8275299,"PIC-ZL182",20230529203835578000,220,"Renewal Premium",20230530,1.360,"USD"
452037,8275299,"PIC-ZL182",20230620203730678000,220,"Renewal Premium",20230621,2000.000,"USD"
452037,8275299,"PIC-ZL182",20230620203730697000,220,"Renewal Premium",20230621,1.360,"USD"
452037,8275299,"PIC-ZL182",20230726203802013000,220,"Renewal Premium",20230727,2000.000,"USD"
452037,8275299,"PIC-ZL182",20230726203802027000,220,"Renewal Premium",20230727,1.360,"USD"
452037,8275299,"PIC-ZL182",20230821203813901000,220,"Renewal Premium",20230822,2000.000,"USD"
452037,8275299,"PIC-ZL182",20230821203813965000,220,"Renewal Premium",20230822,1.360,"USD"
452037,8275299,"PIC-ZL182",20230914203713881000,302,"Partial Surrender",20230915,-128275.310,"AED"
452037,8275299,"PIC-ZL182",20230919203716584000,220,"Renewal Premium",20230920,2000.000,"USD"
452037,8275299,"PIC-ZL182",20230919203716612000,220,"Renewal Premium",20230920,1.360,"USD"
452037,8277235,"",20221024204127319000,220,"Renewal Premium",20221025,300.000,"USD"
452037,8277235,"",20221124204047659000,220,"Renewal Premium",20221125,300.000,"USD"
452037,8277235,"",20221226204506333000,220,"Renewal Premium",20221227,300.000,"USD"
452037,8277235,"",20230124204235960000,220,"Renewal Premium",20230125,300.000,"USD"
452037,8277235,"",20230224204212867000,220,"Renewal Premium",20230225,300.000,"USD"
452037,8277235,"",20230324204008002000,220,"Renewal Premium",20230325,300.000,"USD"
452037,8277235,"",20230425204137378000,220,"Renewal Premium",20230426,300.000,"USD"
452037,8277235,"",20230524203930908000,220,"Renewal Premium",20230525,300.000,"USD"
452037,8277235,"",20230626204017486000,220,"Renewal Premium",20230627,300.000,"USD"
452037,8277235,"",20230724203830256000,220,"Renewal Premium",20230725,300.000,"USD"
452037,8277235,"",20230824203857852000,220,"Renewal Premium",20230825,300.000,"USD"
452037,8277235,"",20230925203840064000,220,"Renewal Premium",20230926,300.000,"USD"
452037,8281163,"",20221025204142357000,220,"Renewal Premium",20221026,1000.000,"USD"
452037,8281163,"",20221124204047926000,220,"Renewal Premium",20221125,1000.000,"USD"
452037,8281163,"",20221228204124443000,220,"Renewal Premium",20221229,1000.000,"USD"
452037,8281163,"",20230125204038343000,220,"Renewal Premium",20230126,1000.000,"USD"
452037,8281163,"",20230223204037211000,220,"Renewal Premium",20230224,1000.000,"USD"
452037,8281163,"",20230323203845385000,220,"Renewal Premium",20230324,1000.000,"USD"
452037,8281163,"",20230501204739313000,220,"Renewal Premium",20230502,1000.000,"USD"
452037,8281163,"",20230525203849764000,220,"Renewal Premium",20230526,1000.000,"USD"
452037,8281163,"",20230625203706562000,220,"Renewal Premium",20230626,1000.000,"USD"
452037,8281163,"",20230725203805945000,220,"Renewal Premium",20230726,1000.000,"USD"
452037,8281163,"",20230824203858016000,220,"Renewal Premium",20230825,1000.000,"USD"
452037,8281163,"",20230925203840246000,220,"Renewal Premium",20230926,1000.000,"USD"
452037,8288957,"",20221103204347959000,220,"Renewal Premium",20221104,1000.000,"USD"
452037,8288957,"",20221103204347998000,220,"Renewal Premium",20221104,4.090,"USD"
452037,8288957,"",20221206205707138000,220,"Renewal Premium",20221207,1000.000,"USD"
452037,8288957,"",20221206205707223000,220,"Renewal Premium",20221207,4.090,"USD"
452037,8288957,"",20230103204257293000,220,"Renewal Premium",20230104,1000.000,"USD"
452037,8288957,"",20230103204257342000,220,"Renewal Premium",20230104,4.090,"USD"
452037,8288957,"",20230205204903998000,220,"Renewal Premium",20230206,1000.000,"USD"
452037,8288957,"",20230205204904018000,220,"Renewal Premium",20230206,0.680,"USD"
452037,8288957,"",20230305204056955000,220,"Renewal Premium",20230306,1000.000,"USD"
452037,8288957,"",20230305204056992000,220,"Renewal Premium",20230306,0.680,"USD"
452037,8288957,"",20230404204237133000,220,"Renewal Premium",20230405,1000.000,"USD"
452037,8288957,"",20230404204237148000,220,"Renewal Premium",20230405,0.680,"USD"
452037,8288957,"",20230503203820477000,220,"Renewal Premium",20230504,1000.000,"USD"
452037,8288957,"",20230503203820560000,220,"Renewal Premium",20230504,0.680,"USD"
452037,8288957,"",20230605204010687000,220,"Renewal Premium",20230606,1000.000,"USD"
452037,8288957,"",20230605204010732000,220,"Renewal Premium",20230606,0.680,"USD"
452037,8288957,"",20230705203901160000,220,"Renewal Premium",20230706,1000.000,"USD"
452037,8288957,"",20230705203901172000,220,"Renewal Premium",20230706,0.680,"USD"
452037,8288957,"",20230803203751422000,220,"Renewal Premium",20230804,1000.000,"USD"
452037,8288957,"",20230803203751447000,220,"Renewal Premium",20230804,0.680,"USD"
