"Run Number","Client Number","Policy Number","Policy Role Code","Policy Role Description","Role Sequence","Retirement Date"
453739,"1001071701",8478124,"LFI","Life Insured",1,20440801
453739,"1001071701",8478124,"OWN","Owner",1,0
453739,"1001071703",8478124,"LFI","Life Insured",2,20440801
453739,"1001071703",8478124,"OWN","Owner",2,0
453739,"1001084983",8478150,"LFI","Life Insured",1,20390701
453739,"1001084983",8478150,"OWN","Owner",1,0
453739,"1001085001",8478158,"LFI","Life Insured",1,20390701
453739,"1001085001",8478158,"OWN","Owner",1,0
453739,"1001085002",8478158,"LFI","Life Insured",2,20390701
453739,"1001085002",8478158,"OWN","Owner",2,0
453739,"1001118183",8478354,"LFI","Life Insured",1,20450301
453739,"1001118183",8478354,"OWN","Owner",1,0
453739,"1001118184",8478354,"LFI","Life Insured",2,20450301
453739,"1001118184",8478354,"OWN","Owner",2,0
453739,"1001016585",8479382,"LFI","Life Insured",1,20430201
453739,"1001016585",8479382,"OWN","Owner",1,0
453739,"1001049751",8480135,"LFI","Life Insured",1,20421001
453739,"1001049751",8480135,"OWN","Owner",1,0
453739,"1001085605",8480365,"LFI","Life Insured",1,20390801
453739,"1001085605",8480365,"OWN","Owner",1,0
453739,"1001084827",8480661,"LFI","Life Insured",1,20301001
453739,"1001084827",8480661,"OWN","Owner",1,0
453739,"1001086668",8486827,"LFI","Life Insured",1,20390801
453739,"1001086668",8486827,"OWN","Owner",1,0
453739,"1001119580",8487574,"LFI","Life Insured",1,20450301
453739,"1001119580",8487574,"OWN","Owner",1,0
453739,"1001119581",8487574,"LFI","Life Insured",2,20450301
453739,"1001119581",8487574,"OWN","Owner",2,0
453739,"1000945976",8491693,"LFI","Life Insured",1,20331101
453739,"1000945976",8491693,"OWN","Owner",1,0
453739,"1001054655",8496532,"LFI","Life Insured",1,20350401
453739,"1001054655",8496532,"OWN","Owner",1,0
453739,"1001054655",8503561,"LFI","Life Insured",1,20251101
453739,"1001054655",8503561,"OWN","Owner",1,0
453739,"1001091189",8508742,"LFI","Life Insured",1,20390901
453739,"1001091189",8508742,"OWN","Owner",1,0
453739,"1001091864",8509021,"LFI","Life Insured",1,20320901
453739,"1001091864",8509021,"OWN","Owner",1,0
453739,"1001058097",8525074,"LFI","Life Insured",1,20431201
453739,"1001058097",8525074,"OWN","Owner",1,0
453739,"1001027375",8541419,"LFI","Life Insured",1,20430501
453739,"1001027375",8541419,"OWN","Owner",1,0
453739,"1001100246",8556860,"LFI","Life Insured",1,20361101
453739,"1001100246",8556860,"OWN","Owner",1,0
453739,"1001100271",8557024,"LFI","Life Insured",1,20441101
453739,"1001100271",8557024,"OWN","Owner",1,0
453739,"1001102935",8566677,"LFI","Life Insured",1,20381101
453739,"1001102935",8566677,"OWN","Owner",1,0
453739,"1001103202",8568548,"LFI","Life Insured",1,20391101
453739,"1001103202",8568548,"OWN","Owner",1,0
453739,"1001030599",8581071,"LFI","Life Insured",1,20340501
453739,"1001030599",8581071,"OWN","Owner",1,0
453739,"1000681793",8587373,"LFI","Life Insured",1,20391201
453739,"1000681793",8587373,"OWN","Owner",1,0
453739,"1000922776",8594548,"LFI","Life Insured",1,20370301
453739,"1000922776",8594548,"OWN","Owner",1,0
453739,"1000035232",9241400,"LFI","Life Insured",1,20220601
453739,"1000035232",9241400,"OWN","Owner",1,0
453739,"1000556969",9829219,"LFI","Life Insured",1,20341031
453739,"1000556969",9829219,"OWN","Owner",1,0
453739,"1000568188",9837707,"LFI","Life Insured",1,20210131
453739,"1000568188",9837707,"OWN","Owner",1,0
453739,"1000503981",9854628,"LFI","Life Insured",1,20340831
453739,"1000503981",9854628,"OWN","Owner",1,0
453739,"1000572913",9887432,"LFI","Life Insured",1,20350331
453739,"1000572913",9887432,"OWN","Owner",1,0
453739,"1000423960",9895910,"LFI","Life Insured",1,20270430
453739,"1000423960",9895910,"OWN","Owner",1,0
453739,"1000561802",9911209,"LFI","Life Insured",1,20341130
453739,"1000561802",9911209,"OWN","Owner",1,0
453739,"1000561804",9911209,"LFI","Life Insured",2,20341130
453739,"1000561804",9911209,"OWN","Owner",2,0
453739,"1000473168",9915513,"LFI","Life Insured",1,20280229
453739,"1000473168",9915513,"OWN","Owner",1,0
453739,"1000474870",9921499,"LFI","Life Insured",1,20280229
453739,"1000474870",9921499,"OWN","Owner",1,0
453739,"1000475693",9924366,"LFI","Life Insured",1,20260228
453739,"1000475693",9924366,"OWN","Owner",1,0
453739,"1000473168",9927578,"LFI","Life Insured",1,20280229
453739,"1000477463",9927578,"OWN","Owner",1,0
453739,"1000577297",9946854,"LFI","Life Insured",1,20300531
453739,"1000577297",9946854,"OWN","Owner",1,0
453739,"1000523408",9949354,"LFI","Life Insured",1,20290131
453739,"1000523408",9949354,"OWN","Owner",1,0
453739,"1000488666",9974854,"LFI","Life Insured",1,20230430
453739,"1000488666",9974854,"OWN","Owner",1,0
453739,"1000553163",9983235,"LFI","Life Insured",1,20250930
453739,"1000553163",9983235,"OWN","Owner",1,0
