"Run Number","Policy Number","Policy Reference","Premium Type","Effective Date","Fund Code","Strategy Percentage","Fund Name"
453739,8188485,"","Regular",20150629,"PFUSD",15.00,"Performance Fund - Currency US Dollars"
453739,8188485,"","Regular",20150629,"SCGBP",15.00,"ZI CT UK Smaller Companies"
453739,8189782,"","Regular",20191206,"USDDL",100.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8192128,"","Regular",20211014,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8192128,"","Regular",20211014,"BCUSD",15.00,"Blue Chip Fund - Currency US Dollars"
453739,8192128,"","Regular",20211014,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8192128,"","Regular",20211014,"USDMW",25.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8192504,"","Regular",20200805,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8192504,"","Regular",20200805,"CTUSD",20.00,"Cautious Fund - Currency US Dollar"
453739,8192504,"","Regular",20200805,"DFUSD",10.00,"Defensive Fund - Currency US Dollar"
453739,8192504,"","Regular",20200805,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8193376,"","Regular",20190904,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8193376,"","Regular",20190904,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8193376,"","Regular",20190904,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8194669,"","Regular",20220608,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8194669,"","Regular",20220608,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8194669,"","Regular",20220608,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8197322,"PIC13100/1","Regular",20190711,"FAUSD",20.00,"ZI Fidelity Global Thematic Opportunities"
453739,8197322,"PIC13100/1","Regular",20190711,"K2USD",20.00,"ZI BGF World Technology Fund A2 Acc USD"
453739,8197322,"PIC13100/1","Regular",20190711,"NBUSD",10.00,"ZI Barings Dev & Emerging Markets High Yield Bond"
453739,8197322,"PIC13100/1","Regular",20190711,"R3USD",15.00,"ZI Schroder ISF Global Convertible Bond A Acc $"
453739,8197322,"PIC13100/1","Regular",20190711,"SEUSD",10.00,"Money Market Fund - Currency US Dollars"
453739,8197322,"PIC13100/1","Regular",20190711,"6FUSD",25.00,"ZI Jupiter Global Fund India Select L"
453739,8201060,"PICZL1046","Regular",20191204,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8201060,"PICZL1046","Regular",20191204,"CTUSD",20.00,"Cautious Fund - Currency US Dollar"
453739,8201060,"PICZL1046","Regular",20191204,"DFUSD",10.00,"Defensive Fund - Currency US Dollar"
453739,8201060,"PICZL1046","Regular",20191204,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8201115,"PIC-ZL1045","Regular",20191204,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8201115,"PIC-ZL1045","Regular",20191204,"CTUSD",30.00,"Cautious Fund - Currency US Dollar"
453739,8201115,"PIC-ZL1045","Regular",20191204,"DFUSD",50.00,"Defensive Fund - Currency US Dollar"
453739,8205813,"","Regular",20141201,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8205813,"","Regular",20141201,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8205813,"","Regular",20141201,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8206095,"PIC-ZL1047","Regular",20180118,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8206095,"PIC-ZL1047","Regular",20180118,"CTUSD",30.00,"Cautious Fund - Currency US Dollar"
453739,8206095,"PIC-ZL1047","Regular",20180118,"DFUSD",50.00,"Defensive Fund - Currency US Dollar"
453739,8209848,"PIC1248/11","Regular",20190722,"USDDL",70.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8209848,"PIC1248/11","Regular",20190722,"USDKP",30.00,"ZI Pimco GIS Investment Grade Credit $"
453739,8210467,"","Regular",20181127,"BAUSD",10.00,"ZI Janus Hend Horizon Gbl Property Equities USD"
453739,8210467,"","Regular",20181127,"CIUSD",10.00,"ZI JPM Global Natural Resources USD A Acc"
453739,8210467,"","Regular",20181127,"DMEUR",10.00,"ZI Invesco Euro Corporate Bond Fund - Eur A - Acc"
453739,8210467,"","Regular",20181127,"EFUSD",10.00,"ZI Janus Hen Horizon Asia-Pacific Prop Inc Fund A2"
453739,8210467,"","Regular",20181127,"FDEUR",10.00,"ZI Fidelity European Growth"
453739,8210467,"","Regular",20181127,"MAUSD",10.00,"ZI BlackRock Global Funds US Flexible Equity"
453739,8210467,"","Regular",20181127,"MDUSD",10.00,"ZI BlackRock Global Funds World Gold"
453739,8210467,"","Regular",20181127,"SEUSD",10.00,"Money Market Fund - Currency US Dollars"
453739,8210467,"","Regular",20181127,"TFUSD",10.00,"ZI Templeton BRIC fund A-Acc"
453739,8210467,"","Regular",20181127,"VEEUR",10.00,"ZI Threadneedle (Lux) European Smaller Companies"
453739,8212292,"PIC13301/1","Regular",20150901,"CTUSD",100.00,"Cautious Fund - Currency US Dollar"
453739,8215957,"","Regular",20180927,"ADUSD",60.00,"Adventurous Fund - Currency US Dollars"
453739,8215957,"","Regular",20180927,"CIUSD",20.00,"ZI JPM Global Natural Resources USD A Acc"
453739,8215957,"","Regular",20180927,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8216624,"PIC-ZL 239","Regular",20140127,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8216624,"PIC-ZL 239","Regular",20140127,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8216624,"PIC-ZL 239","Regular",20140127,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8216756,"","Regular",20161216,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8217699,"PIC-ZL-786","Regular",20190306,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8217699,"PIC-ZL-786","Regular",20190306,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8217699,"PIC-ZL-786","Regular",20190306,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8218548,"","Regular",20200727,"BCGBP",10.00,"Blue Chip Fund - Currency Sterling"
453739,8218548,"","Regular",20200727,"GDGBP",25.00,"ZI Jupiter Ecology fund"
453739,8218548,"","Regular",20200727,"GMGBP",30.00,"ZI CT Global Select."
453739,8218548,"","Regular",20200727,"PFGBP",35.00,"Performance Fund - Currency Sterling"
453739,8218671,"PIC-ZL 792","Regular",20230228,"AAUSD",100.00,"Post Maturity Reserve - US Dollars"
453739,8219526,"PIC12837","Regular",20171009,"USDDJ",50.00,"ZI Canaccord Genuity Balanced Fund"
453739,8219526,"PIC12837","Regular",20171009,"USDDK",50.00,"ZI Canaccord Genuity Growth Fund"
453739,8228146,"PIC13352","Regular",20190718,"SEUSD",10.00,"Money Market Fund - Currency US Dollars"
453739,8228146,"PIC13352","Regular",20190718,"TDUSD",15.00,"ZI Templeton Global Total Return Fund"
453739,8228146,"PIC13352","Regular",20190718,"USDFT",20.00,"ZI Fidelity Funds Global Dividend"
453739,8228146,"PIC13352","Regular",20190718,"USDKV",20.00,"ZI Fidelity World $"
453739,8228146,"PIC13352","Regular",20190718,"USDMF",15.00,"ZI Franklin High Yield $"
453739,8228146,"PIC13352","Regular",20190718,"Z9USD",20.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8229083,"","Regular",20230630,"BPUSD",20.00,"ZI BlackRock GF Global Governnment Bond $A2"
453739,8229083,"","Regular",20230630,"FCUSD",25.00,"ZI Fidelity Global Bond fund"
453739,8229083,"","Regular",20230630,"GMUSD",20.00,"ZI Ninety One GSF Global Strategic Equity Fund"
453739,8229083,"","Regular",20230630,"USDKP",15.00,"ZI Pimco GIS Investment Grade Credit $"
453739,8229083,"","Regular",20230630,"USDYJ",20.00,"ZI Threadneedle (Lux) Global Select"
453739,8230898,"PIC128115","Regular",20211008,"SEUSD",65.00,"Money Market Fund - Currency US Dollars"
453739,8230898,"PIC128115","Regular",20211008,"USDDL",35.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8231748,"","Regular",20220429,"CFEUR",25.00,"ZI Janus Henderson Continental European"
453739,8231748,"","Regular",20220429,"DNEUR",20.00,"ZI Invesco Environmental  Climate Opp Bond Fund"
453739,8231748,"","Regular",20220429,"FDEUR",10.00,"ZI Fidelity European Growth"
453739,8231748,"","Regular",20220429,"FEEUR",25.00,"ZI Fidelity World Fund A"
453739,8231748,"","Regular",20220429,"GZEUR",20.00,"ZI Jupiter Merlin Int. Equities Portfolio"
453739,8235489,"","Regular",20190711,"K2USD",25.00,"ZI BGF World Technology Fund A2 Acc USD"
453739,8235489,"","Regular",20190711,"NBUSD",15.00,"ZI Barings Dev & Emerging Markets High Yield Bond"
453739,8235489,"","Regular",20190711,"R3USD",20.00,"ZI Schroder ISF Global Convertible Bond A Acc $"
453739,8235489,"","Regular",20190711,"SEUSD",20.00,"Money Market Fund - Currency US Dollars"
453739,8235489,"","Regular",20190711,"6FUSD",20.00,"ZI Jupiter Global Fund India Select L"
453739,8236489,"","Regular",20150304,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8236489,"","Regular",20150304,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8236489,"","Regular",20150304,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8237559,"PIC-ZL-161","Regular",20200407,"ADUSD",50.00,"Adventurous Fund - Currency US Dollars"
453739,8237559,"PIC-ZL-161","Regular",20200407,"FNUSD",50.00,"ZI FSSA China Growth A"
453739,8239911,"","Regular",20190718,"SEUSD",10.00,"Money Market Fund - Currency US Dollars"
453739,8239911,"","Regular",20190718,"TDUSD",15.00,"ZI Templeton Global Total Return Fund"
453739,8239911,"","Regular",20190718,"USDFT",20.00,"ZI Fidelity Funds Global Dividend"
453739,8239911,"","Regular",20190718,"USDKV",20.00,"ZI Fidelity World $"
453739,8239911,"","Regular",20190718,"USDMF",15.00,"ZI Franklin High Yield $"
453739,8239911,"","Regular",20190718,"Z9USD",20.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8245066,"PIC13358/1","Regular",20161109,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8245968,"","Regular",20210708,"ADUSD",25.00,"Adventurous Fund - Currency US Dollars"
453739,8245968,"","Regular",20210708,"BCUSD",35.00,"Blue Chip Fund - Currency US Dollars"
453739,8245968,"","Regular",20210708,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8245968,"","Regular",20210708,"USDMW",10.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8246089,"","Regular",20211008,"B0204",100.00,"SPS Medium High Risk Portfolio"
453739,8246365,"PIC1335715","Regular",20170406,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8247541,"","Regular",20190730,"USDDL",80.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8247541,"","Regular",20190730,"USDKP",20.00,"ZI Pimco GIS Investment Grade Credit $"
453739,8256893,"PIC1337115","Regular",20161206,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8260234,"PIC ZL 944","Regular",20200401,"USDDL",70.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8260234,"PIC ZL 944","Regular",20200401,"USDKP",30.00,"ZI Pimco GIS Investment Grade Credit $"
453739,8263082,"","Regular",20210603,"B0204",100.00,"SPS Medium High Risk Portfolio"
453739,8265475,"PIC13388/1","Regular",20151101,"PFUSD",100.00,"Performance Fund - Currency US Dollars"
453739,8268237,"","Regular",20180227,"B0149",100.00,"deVere DPS 2 USD"
453739,8269587,"","Regular",20210525,"ADUSD",20.00,"Adventurous Fund - Currency US Dollars"
453739,8269587,"","Regular",20210525,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8269587,"","Regular",20210525,"CTUSD",20.00,"Cautious Fund - Currency US Dollar"
453739,8269587,"","Regular",20210525,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8273300,"","Regular",20220623,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8273300,"","Regular",20220623,"BCUSD",15.00,"Blue Chip Fund - Currency US Dollars"
453739,8273300,"","Regular",20220623,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8273300,"","Regular",20220623,"USDMW",25.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8273426,"PIC13400","Regular",20160606,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8273681,"","Regular",20160715,"ADUSD",20.00,"Adventurous Fund - Currency US Dollars"
453739,8273681,"","Regular",20160715,"BAUSD",5.00,"ZI Janus Hend Horizon Gbl Property Equities USD"
453739,8273681,"","Regular",20160715,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8273681,"","Regular",20160715,"CFEUR",10.00,"ZI Janus Henderson Continental European"
453739,8273681,"","Regular",20160715,"PFUSD",35.00,"Performance Fund - Currency US Dollars"
453739,8273681,"","Regular",20160715,"USDFU",10.00,"ZI Fidelity Funds America"
453739,8274260,"PIC-Zl-183","Regular",20170904,"HAGBP",50.00,"ZI CGWM Select Opportunity GBP"
453739,8274260,"PIC-Zl-183","Regular",20170904,"USDDL",50.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8275299,"PIC-ZL182","Regular",20180504,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8275299,"PIC-ZL182","Regular",20180504,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8275299,"PIC-ZL182","Regular",20180504,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8277235,"","Regular",20220802,"ADUSD",20.00,"Adventurous Fund - Currency US Dollars"
453739,8277235,"","Regular",20220802,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8277235,"","Regular",20220802,"B0169",30.00,"Zurich Allocated Passive 80% Equity Fund - USD"
453739,8277235,"","Regular",20220802,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8277359,"PIC13401","Regular",20201204,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8277359,"PIC13401","Regular",20201204,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8277359,"PIC13401","Regular",20201204,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8281163,"","Regular",20170505,"FAUSD",20.00,"ZI Fidelity Global Thematic Opportunities"
453739,8281163,"","Regular",20170505,"K2USD",25.00,"ZI BGF World Technology Fund A2 Acc USD"
453739,8281163,"","Regular",20170505,"R3USD",25.00,"ZI Schroder ISF Global Convertible Bond A Acc $"
453739,8281163,"","Regular",20170505,"6FUSD",30.00,"ZI Jupiter Global Fund India Select L"
453739,8281604,"","Regular",20200123,"KHEUR",100.00,"ZI BNP Paribas Funds Russia Equity"
453739,8283659,"PIC-ZL968","Regular",20170504,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8283659,"PIC-ZL968","Regular",20170504,"CTUSD",20.00,"Cautious Fund - Currency US Dollar"
453739,8283659,"PIC-ZL968","Regular",20170504,"DFUSD",10.00,"Defensive Fund - Currency US Dollar"
453739,8283659,"PIC-ZL968","Regular",20170504,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8288389,"","Regular",20180711,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8288957,"","Regular",20170201,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8288957,"","Regular",20170201,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8288957,"","Regular",20170201,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8292830,"","Regular",20170606,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8293453,"PIC13151","Regular",20181101,"PFUSD",100.00,"Performance Fund - Currency US Dollars"
453739,8295798,"ADCB23512","Regular",20150301,"ADUSD",20.00,"Adventurous Fund - Currency US Dollars"
453739,8295798,"ADCB23512","Regular",20150301,"BCUSD",10.00,"Blue Chip Fund - Currency US Dollars"
453739,8295798,"ADCB23512","Regular",20150301,"FGUSD",30.00,"ZI Fidelity India Focus Fund A$"
453739,8295798,"ADCB23512","Regular",20150301,"GSUSD",10.00,"ZI Threadneedle Global Select"
453739,8295798,"ADCB23512","Regular",20150301,"TDUSD",30.00,"ZI Templeton Global Total Return Fund"
453739,8298695,"","Regular",20170201,"ADUSD",80.00,"Adventurous Fund - Currency US Dollars"
453739,8298695,"","Regular",20170201,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8299087,"","Regular",20201229,"TEUSD",15.00,"ZI Templeton Global Bond Fund"
453739,8299087,"","Regular",20201229,"USDFT",24.00,"ZI Fidelity Funds Global Dividend"
453739,8299087,"","Regular",20201229,"USDKV",23.00,"ZI Fidelity World $"
453739,8299087,"","Regular",20201229,"USDMF",15.00,"ZI Franklin High Yield $"
453739,8299087,"","Regular",20201229,"Z9USD",23.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8306306,"","Regular",20190711,"CIUSD",5.00,"ZI JPM Global Natural Resources USD A Acc"
453739,8306306,"","Regular",20190711,"GAUSD",20.00,"ZI Schroder ISF Global Inflation Linked Bond US$"
453739,8306306,"","Regular",20190711,"M3USD",10.00,"ZI M&G Global Themes A Acc USD"
453739,8306306,"","Regular",20190711,"NBUSD",10.00,"ZI Barings Dev & Emerging Markets High Yield Bond"
453739,8306306,"","Regular",20190711,"SEUSD",15.00,"Money Market Fund - Currency US Dollars"
453739,8306306,"","Regular",20190711,"TEUSD",20.00,"ZI Templeton Global Bond Fund"
453739,8306306,"","Regular",20190711,"USDXX",10.00,"ZI Threadneedle (Lux) American Smaller Companies"
453739,8306306,"","Regular",20190711,"7LUSD",10.00,"ZI Premier Miton Cautious Multi Asset."
453739,8307301,"PIC1281771","Regular",20220303,"ADUSD",25.00,"Adventurous Fund - Currency US Dollars"
453739,8307301,"PIC1281771","Regular",20220303,"BCUSD",35.00,"Blue Chip Fund - Currency US Dollars"
453739,8307301,"PIC1281771","Regular",20220303,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8307301,"PIC1281771","Regular",20220303,"USDMW",10.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8311517,"","Regular",20221205,"BPUSD",20.00,"ZI BlackRock GF Global Governnment Bond $A2"
453739,8311517,"","Regular",20221205,"GAUSD",20.00,"ZI Schroder ISF Global Inflation Linked Bond US$"
453739,8311517,"","Regular",20221205,"USDKV",25.00,"ZI Fidelity World $"
453739,8311517,"","Regular",20221205,"USDYJ",20.00,"ZI Threadneedle (Lux) Global Select"
453739,8311517,"","Regular",20221205,"7QUSD",15.00,"ZI Invesco Global Equity Income"
453739,8312085,"","Regular",20190612,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8312085,"","Regular",20190612,"GAUSD",20.00,"ZI Schroder ISF Global Inflation Linked Bond US$"
453739,8312085,"","Regular",20190612,"G3USD",20.00,"ZI Ninety One GSF Invt Grade Corp Bond A Acc Gross"
453739,8312085,"","Regular",20190612,"MEUSD",20.00,"ZI BlackRock Global Funds Sustainable Energy"
453739,8312085,"","Regular",20190612,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8314025,"","Regular",20200331,"AAUSD",100.00,"Post Maturity Reserve - US Dollars"
453739,8315661,"","Regular",20210603,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8315661,"","Regular",20210603,"CTUSD",30.00,"Cautious Fund - Currency US Dollar"
453739,8315661,"","Regular",20210603,"DFUSD",20.00,"Defensive Fund - Currency US Dollar"
453739,8315661,"","Regular",20210603,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8317017,"","Regular",20190718,"SEUSD",10.00,"Money Market Fund - Currency US Dollars"
453739,8317017,"","Regular",20190718,"TDUSD",15.00,"ZI Templeton Global Total Return Fund"
453739,8317017,"","Regular",20190718,"USDFT",20.00,"ZI Fidelity Funds Global Dividend"
453739,8317017,"","Regular",20190718,"USDKV",20.00,"ZI Fidelity World $"
453739,8317017,"","Regular",20190718,"USDMF",15.00,"ZI Franklin High Yield $"
453739,8317017,"","Regular",20190718,"Z9USD",20.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8317368,"","Regular",20191107,"USDDL",50.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8317368,"","Regular",20191107,"USDKP",50.00,"ZI Pimco GIS Investment Grade Credit $"
453739,8322327,"PIC-ZL335","Regular",20180522,"ADUSD",20.00,"Adventurous Fund - Currency US Dollars"
453739,8322327,"PIC-ZL335","Regular",20180522,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8322327,"PIC-ZL335","Regular",20180522,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8322327,"PIC-ZL335","Regular",20180522,"USDDL",40.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8322419,"","Regular",20220525,"ADUSD",20.00,"Adventurous Fund - Currency US Dollars"
453739,8322419,"","Regular",20220525,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8322419,"","Regular",20220525,"CTUSD",20.00,"Cautious Fund - Currency US Dollar"
453739,8322419,"","Regular",20220525,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8323007,"N243515","Regular",20161208,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8324989,"","Regular",20190308,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8325861,"","Regular",20161001,"ADUSD",80.00,"Adventurous Fund - Currency US Dollars"
453739,8325861,"","Regular",20161001,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8326629,"","Regular",20230424,"ADUSD",50.00,"Adventurous Fund - Currency US Dollars"
453739,8326629,"","Regular",20230424,"PFUSD",50.00,"Performance Fund - Currency US Dollars"
453739,8333031,"","Regular",20210421,"ADUSD",20.00,"Adventurous Fund - Currency US Dollars"
453739,8333031,"","Regular",20210421,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8333031,"","Regular",20210421,"CTUSD",20.00,"Cautious Fund - Currency US Dollar"
453739,8333031,"","Regular",20210421,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8335485,"","Regular",20220304,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8335485,"","Regular",20220304,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8335485,"","Regular",20220304,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8335891,"","Regular",20161001,"ADUSD",80.00,"Adventurous Fund - Currency US Dollars"
453739,8335891,"","Regular",20161001,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8336242,"","Regular",20160201,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8336242,"","Regular",20160201,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8336242,"","Regular",20160201,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8336268,"","Regular",20180906,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8336722,"","Regular",20160201,"ADUSD",25.00,"Adventurous Fund - Currency US Dollars"
453739,8336722,"","Regular",20160201,"BCUSD",25.00,"Blue Chip Fund - Currency US Dollars"
453739,8336722,"","Regular",20160201,"CTUSD",25.00,"Cautious Fund - Currency US Dollar"
453739,8336722,"","Regular",20160201,"PFUSD",25.00,"Performance Fund - Currency US Dollars"
453739,8340504,"","Regular",20161001,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8340504,"","Regular",20161001,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8340504,"","Regular",20161001,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8341628,"","Regular",20220207,"ADUSD",25.00,"Adventurous Fund - Currency US Dollars"
453739,8341628,"","Regular",20220207,"BCUSD",35.00,"Blue Chip Fund - Currency US Dollars"
453739,8341628,"","Regular",20220207,"PFUSD",30.00,"Performance Fund - Currency US Dollars"
453739,8341628,"","Regular",20220207,"USDMW",10.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8341768,"","Regular",20210630,"ADUSD",50.00,"Adventurous Fund - Currency US Dollars"
453739,8341768,"","Regular",20210630,"BCUSD",30.00,"Blue Chip Fund - Currency US Dollars"
453739,8341768,"","Regular",20210630,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8343328,"N257657","Regular",20161101,"BCUSD",100.00,"Blue Chip Fund - Currency US Dollars"
453739,8345425,"","Regular",20170912,"CLUSD",20.00,"ZI Schroder ISF Global Climate Change Equity A Acc"
453739,8345425,"","Regular",20170912,"K2USD",20.00,"ZI BGF World Technology Fund A2 Acc USD"
453739,8345425,"","Regular",20170912,"ONUSD",60.00,"ZI Blackrock Glbl World Health Science A2 -Acc"
453739,8346451,"","Regular",20211104,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8346451,"","Regular",20211104,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8346451,"","Regular",20211104,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8346646,"","Regular",20170807,"SEUSD",100.00,"Money Market Fund - Currency US Dollars"
453739,8349692,"","Regular",20181127,"USDXX",100.00,"ZI Threadneedle (Lux) American Smaller Companies"
453739,8351652,"","Regular",20170606,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8351652,"","Regular",20170606,"BCUSD",20.00,"Blue Chip Fund - Currency US Dollars"
453739,8351652,"","Regular",20170606,"PFUSD",40.00,"Performance Fund - Currency US Dollars"
453739,8351692,"","Regular",20190718,"SEUSD",10.00,"Money Market Fund - Currency US Dollars"
453739,8351692,"","Regular",20190718,"TDUSD",25.00,"ZI Templeton Global Total Return Fund"
453739,8351692,"","Regular",20190718,"USDFT",10.00,"ZI Fidelity Funds Global Dividend"
453739,8351692,"","Regular",20190718,"USDKV",20.00,"ZI Fidelity World $"
453739,8351692,"","Regular",20190718,"USDMF",25.00,"ZI Franklin High Yield $"
453739,8351692,"","Regular",20190718,"Z9USD",10.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8352468,"","Regular",20191108,"USDDL",80.00,"ZI Canaccord Genuity Opportunity Fund"
453739,8352468,"","Regular",20191108,"USDKP",20.00,"ZI Pimco GIS Investment Grade Credit $"
453739,8353118,"","Regular",20220228,"ADUSD",40.00,"Adventurous Fund - Currency US Dollars"
453739,8353118,"","Regular",20220228,"PFUSD",20.00,"Performance Fund - Currency US Dollars"
453739,8353118,"","Regular",20220228,"USDMW",40.00,"ZI Invesco Developed Small and Mid-Cap Equity $"
453739,8353797,"PIC13016/1","Regular",20180514,"USDFT",20.00,"ZI Fidelity Funds Global Dividend"
453739,8353797,"PIC13016/1","Regular",20180514,"USDKV",20.00,"ZI Fidelity World $"
453739,8353797,"PIC13016/1","Regular",20180514,"USDNX",20.00,"ZI Templeton Emerging Markets Bond $"
453739,8353797,"PIC13016/1","Regular",20180514,"Z9USD",20.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
453739,8353797,"PIC13016/1","Regular",20180514,"6FUSD",20.00,"ZI Jupiter Global Fund India Select L"
453739,8354322,"","Regular",20210302,"TEUSD",10.00,"ZI Templeton Global Bond Fund"
453739,8354322,"","Regular",20210302,"USDFT",30.00,"ZI Fidelity Funds Global Dividend"
453739,8354322,"","Regular",20210302,"USDKV",30.00,"ZI Fidelity World $"
453739,8354322,"","Regular",20210302,"Z9USD",30.00,"ZI Jupiter Merlin Int. Equities Portfolio USD"
