"Run Number","Policy Number","Policy Reference","Client Number","Benefit Code","Benefit Description","Benefit Status Code","Benefit Status Description","Benefit Basis Code","Benefit Basis Description","Benefit Currency","Benefit Amount"
453739,6283390,"","1000909632","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6283390,"","1000909632","050","Hospitalisation","A","In-Force","E","Exclusive","USD",500.00
453739,6283390,"","1000909632","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",100000.00
453739,6283390,"","1000909632","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",6784.20
453739,6283390,"","1000909632","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",400000.00
453739,6290419,"","1000973488","010","Life Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,6290419,"","1000973488","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6290419,"","1000973488","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",150000.00
453739,6290419,"","1000973488","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,6291549,"","1001093522","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6291549,"","1001093522","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6291638,"","1001093524","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6291638,"","1001093524","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6296432,"DVA13855","1000917933","010","Life Cover","A","In-Force","I","Inclusive","USD",148000.00
453739,6296432,"DVA13855","1000917933","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",148000.00
453739,6297148,"","1000963079","010","Life Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6297148,"","1000963079","020","Critical Illness","A","In-Force","I","Inclusive","USD",200000.00
453739,6297148,"","1000963079","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6299653,"A030268924","1000978641","010","Life Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,6299653,"A030268924","1000978641","020","Critical Illness","A","In-Force","I","Inclusive","USD",300000.00
453739,6299653,"A030268924","1000978641","030","Family Income","A","In-Force","E","Exclusive","USD",100000.00
453739,6299653,"A030268924","1000978641","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,6304749,"MON07/374","1000637146","010","Life Cover","A","In-Force","I","Inclusive","GBP",250000.00
453739,6304749,"MON07/374","1000637146","020","Critical Illness","A","In-Force","I","Inclusive","GBP",100000.00
453739,6304749,"MON07/374","1000637146","110","Aeroplane Cover","A","In-Force","I","Inclusive","GBP",250000.00
453739,6306585,"N237137","1000440528","010","Life Cover","A","In-Force","I","Inclusive","USD",412743.00
453739,6306585,"N237137","1000440528","020","Critical Illness","A","In-Force","I","Inclusive","USD",412743.00
453739,6306585,"N237137","1000440528","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",412743.00
453739,6308574,"CIB388/08","1000553163","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6308574,"CIB388/08","1000570003","010","Life Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6308574,"CIB388/08","1000553163","020","Critical Illness","A","In-Force","I","Inclusive","USD",50000.00
453739,6308574,"CIB388/08","1000570003","020","Critical Illness","A","In-Force","I","Inclusive","USD",50000.00
453739,6308574,"CIB388/08","1000553163","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6308574,"CIB388/08","1000570003","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",100000.00
453739,6310030,"A016F9629","1000491889","010","Life Cover","A","In-Force","I","Inclusive","USD",160000.00
453739,6310030,"A016F9629","1000491889","020","Critical Illness","A","In-Force","I","Inclusive","USD",160000.00
453739,6310030,"A016F9629","1000491889","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",160000.00
453739,6310030,"A016F9629","1000491889","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",160000.00
453739,6311781,"ADCB14613","1000700602","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6311781,"ADCB14613","1000700602","020","Critical Illness","A","In-Force","I","Inclusive","USD",125000.00
453739,6311781,"ADCB14613","1000700602","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6313227,"N229339","1000561802","010","Life Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6313227,"N229339","1000561802","020","Critical Illness","A","In-Force","I","Inclusive","USD",120000.00
453739,6313227,"N229339","1000561802","030","Family Income","A","In-Force","E","Exclusive","USD",48000.00
453739,6313227,"N229339","1000561802","070","Dismemberment","A","In-Force","E","Exclusive","USD",120000.00
453739,6313227,"N229339","1000561802","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",200000.00
453739,6314437,"PIB739/13","1000761434","010","Life Cover","A","In-Force","I","Inclusive","USD",110000.00
453739,6314437,"PIB739/13","1000761434","020","Critical Illness","A","In-Force","I","Inclusive","USD",50000.00
453739,6314437,"PIB739/13","1000761434","090","Waiver of Premium","E","Expired","E","Exclusive","USD",0.00
453739,6314437,"PIB739/13","1000761434","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",110000.00
453739,6320600,"","1000580568","010","Life Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6320600,"","1000580568","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6320600,"","1000580568","070","Dismemberment","A","In-Force","E","Exclusive","USD",250000.00
453739,6320600,"","1000580568","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",350000.00
453739,6320600,"","1000580568","090","Waiver of Premium","E","Expired","E","Exclusive","USD",0.00
453739,6320600,"","1000580568","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6322475,"N240204","1000788275","010","Life Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6322475,"N240204","1000788275","020","Critical Illness","A","In-Force","I","Inclusive","USD",200000.00
453739,6322475,"N240204","1000788275","050","Hospitalisation","A","In-Force","E","Exclusive","USD",500.00
453739,6322475,"N240204","1000788275","070","Dismemberment","A","In-Force","E","Exclusive","USD",100000.00
453739,6322475,"N240204","1000788275","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",100000.00
453739,6322475,"N240204","1000788275","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",6480.00
453739,6322475,"N240204","1000788275","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6326133,"MON07/373","1000637143","010","Life Cover","A","In-Force","I","Inclusive","GBP",180000.00
453739,6326133,"MON07/373","1000637143","020","Critical Illness","A","In-Force","I","Inclusive","GBP",100000.00
453739,6326133,"MON07/373","1000637143","110","Aeroplane Cover","A","In-Force","I","Inclusive","GBP",180000.00
453739,6340176,"","1000661956","010","Life Cover","A","In-Force","I","Inclusive","USD",1000000.00
453739,6340176,"","1000661956","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6340176,"","1000661956","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",1000000.00
453739,6342933,"N200095","1000531801","010","Life Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6342933,"N200095","1000531802","010","Life Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6342933,"N200095","1000531801","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6342933,"N200095","1000531802","020","Critical Illness","A","In-Force","I","Inclusive","USD",100000.00
453739,6342933,"N200095","1000531801","070","Dismemberment","A","In-Force","E","Exclusive","USD",100000.00
453739,6342933,"N200095","1000531802","070","Dismemberment","A","In-Force","E","Exclusive","USD",100000.00
453739,6342933,"N200095","1000531801","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",100000.00
453739,6342933,"N200095","1000531802","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",100000.00
453739,6342933,"N200095","1000531801","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",4212.00
453739,6342933,"N200095","1000531801","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6342933,"N200095","1000531802","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",350000.00
453739,6360322,"N212220","1000613673","010","Life Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6360322,"N212220","1001015415","010","Life Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6360322,"N212220","1000613673","020","Critical Illness","A","In-Force","I","Inclusive","USD",310000.00
453739,6360322,"N212220","1001015415","020","Critical Illness","A","In-Force","I","Inclusive","USD",310000.00
453739,6360322,"N212220","1000613673","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6360322,"N212220","1001015415","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",500000.00
453739,6361806,"","1000614771","010","Life Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6361806,"","1000614771","020","Critical Illness","A","In-Force","I","Inclusive","USD",250000.00
453739,6361806,"","1000614771","050","Hospitalisation","A","In-Force","E","Exclusive","USD",870.00
453739,6361806,"","1000614771","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",250000.00
453739,6361806,"","1000614771","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",250000.00
453739,6370890,"","1000512168","010","Life Cover","A","In-Force","I","Inclusive","USD",400000.00
453739,6370890,"","1000512168","020","Critical Illness","A","In-Force","I","Inclusive","USD",400000.00
453739,6370890,"","1000512168","080","Permanent Total Disability","A","In-Force","E","Exclusive","USD",400000.00
453739,6370890,"","1000512168","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",400000.00
453739,6376630,"ADCB25050","1000855896","010","Life Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,6376630,"ADCB25050","1000855896","020","Critical Illness","A","In-Force","I","Inclusive","USD",150000.00
453739,6376630,"ADCB25050","1000855896","040","Accidental Death","A","In-Force","E","Exclusive","USD",150000.00
453739,6376630,"ADCB25050","1000855896","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",300000.00
453739,6379408,"ADCB23726","1000842119","010","Life Cover","A","In-Force","I","Inclusive","USD",30000.00
453739,6379408,"ADCB23726","1000842119","020","Critical Illness","A","In-Force","I","Inclusive","USD",30000.00
453739,6379408,"ADCB23726","1000842119","110","Aeroplane Cover","A","In-Force","I","Inclusive","USD",30000.00
453739,8102333,"","1000580406","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8104798,"PIC1307414","1000811697","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8107128,"","1000911651","042","Free Accidental Death","E","Expired","I","Inclusive","GBP",0.00
453739,8108224,"","1000912179","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8110005,"","1000858963","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8111427,"","1000913489","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8111726,"PIC-ZL468","1000750597","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8114135,"","1000913653","042","Free Accidental Death","E","Expired","I","Inclusive","EUR",0.00
453739,8114942,"","1000952188","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8118359,"","1000914980","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8118359,"","1000914981","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8118549,"","1000987426","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8118600,"","1000987360","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8119885,"PICZL-1034","1000813951","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8120000,"PIC-ZL1033","1000814018","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8120653,"PIC-ZL-604","1000751968","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8121482,"","1000814131","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8121524,"","1000584598","042","Free Accidental Death","A","In-Force","I","Inclusive","GBP",32447.53
453739,8121524,"","1000584599","042","Free Accidental Death","A","In-Force","I","Inclusive","GBP",32447.53
453739,8124124,"","1000585085","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8125626,"","1000954243","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8125657,"","1000915799","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8125701,"","1000954314","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8126850,"","1000916006","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8127039,"","1000863284","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8127987,"","1000916656","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",21798.94
453739,8128536,"","1000954599","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8129311,"","1000954756","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8129723,"PIC-ZL-617","1000754035","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8131121,"","1000586825","042","Free Accidental Death","A","In-Force","I","Inclusive","EUR",50000.00
453739,8134244,"","1000462235","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8136613,"PIC128496","1000691962","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8141930,"DVA13784/1","1000917933","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8142226,"","1000918248","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8142366,"","1000918426","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8143227,"PIC1120/11","1000643957","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8145828,"","1000919944","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8145828,"","1000919945","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8146627,"PIC-ZL-476","1000757987","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8150069,"","1000974866","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8151136,"","1000921353","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8151965,"","1000759169","042","Free Accidental Death","A","In-Force","I","Inclusive","GBP",25000.00
453739,8152228,"PIC-ZL-477","1000759221","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8153351,"","1000922039","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8154768,"MON07/379","1000646328","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8154768,"MON07/379","1000646329","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8156431,"","1000922292","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8157163,"PIC1157/11","1000646930","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8157338,"","1000922776","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8157347,"","1000922690","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8157365,"","1000832046","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8160517,"","1000923121","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8160517,"","1000923129","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8160526,"","1000923210","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8160905,"","1000923406","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8162617,"","1000924348","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8162733,"","1000924343","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8163761,"PIC-ZL-658","1000761413","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8164832,"","1000869071","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8165635,"","1000925280","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8165635,"","1000925281","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8170677,"","1000817038","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8171584,"","1000762482","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8174965,"","1000763339","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8174965,"","1000763339","090","Waiver of Premium","A","In-Force","E","Exclusive","USD",36000.00
453739,8177214,"","1000819515","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8180788,"","1000819714","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8183996,"","1000562350","042","Free Accidental Death","E","Expired","I","Inclusive","GBP",0.00
453739,8185418,"","1000652463","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8185418,"","1000652464","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8188485,"","1000705019","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8189782,"","1000653268","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8192128,"","1000975780","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8192504,"","1000872365","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8192504,"","1000872366","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8193376,"","1000872621","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8194669,"","1000975855","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8197322,"PIC13100/1","1000819804","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8201060,"PICZL1046","1000822162","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8201115,"PIC-ZL1045","1000822162","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8205813,"","1000394966","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8206095,"PIC-ZL1047","1000822523","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8209848,"PIC1248/11","1000656458","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8210467,"","1000875197","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8212292,"PIC13301/1","1000876095","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8215957,"","1000876582","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8216624,"PIC-ZL 239","1000712518","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8216756,"","1000712731","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8216756,"","1000712732","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8217699,"PIC-ZL-786","1000772491","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8218548,"","1000825172","042","Free Accidental Death","A","In-Force","I","Inclusive","GBP",25000.00
453739,8218671,"PIC-ZL 792","1000772809","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8219526,"PIC12837","1000713553","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8228146,"PIC13352","1000879013","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8229083,"","1000659669","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8230898,"PIC128115","1000659966","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8230898,"PIC128115","1000659967","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8231748,"","1000776030","042","Free Accidental Death","E","Expired","I","Inclusive","EUR",0.00
453739,8235489,"","1000978160","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8235489,"","1000978161","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8236489,"","1000661064","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8237559,"PIC-ZL-161","1000717367","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8239911,"","1000778158","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8245066,"PIC13358/1","1000882046","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8245968,"","1000663355","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8246089,"","1000882379","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8246365,"PIC1335715","1000882376","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8247541,"","1000882899","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8256893,"PIC1337115","1000884563","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8260234,"PIC ZL 944","1000781819","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8263082,"","1000833342","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8265475,"PIC13388/1","1000886382","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8265475,"PIC13388/1","1000886383","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8268237,"","1000928196","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8269587,"","1000928652","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8273300,"","1000929486","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8273426,"PIC13400","1000887712","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8273681,"","1000834618","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8274260,"PIC-Zl-183","1000696539","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8275299,"PIC-ZL182","1000723101","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8277235,"","1000835033","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8277359,"PIC13401","1000887954","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8281163,"","1000931343","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8281604,"","1000889115","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",24295.71
453739,8283659,"PIC-ZL968","1000785591","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8288389,"","1000902341","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8288957,"","1000958217","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",1695.69
453739,8292830,"","1000891250","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8293453,"PIC13151","1000838232","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8295798,"ADCB23512","1000838622","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8298695,"","1000959696","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8299087,"","1000934374","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8306306,"","1000790840","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8307301,"PIC1281771","1000665777","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8311517,"","1000960726","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8312085,"","1000937444","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8312085,"","1000937445","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8314025,"","1000842859","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8315661,"","1000775005","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8315661,"","1000775009","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8317017,"","1000937991","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8317368,"","1000843972","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8322327,"PIC-ZL335","1000729250","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8322419,"","1000893954","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",3000.00
453739,8323007,"N243515","1000845475","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8325861,"","1000939543","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8326629,"","1000962220","042","Free Accidental Death","A","In-Force","I","Inclusive","EUR",40000.00
453739,8326629,"","1000962221","042","Free Accidental Death","A","In-Force","I","Inclusive","EUR",40000.00
453739,8333031,"","1000879478","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8335485,"","1000963079","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8335891,"","1000941902","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8336242,"","1000897390","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8336268,"","1000963066","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8336722,"","1000897740","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8340504,"","1000942083","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8341628,"","1000217651","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8341768,"","1000964368","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8343328,"N257657","1000474870","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8343328,"N257657","1000852941","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8345425,"","1000798815","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8346451,"","1000943435","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8346646,"","1000943524","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8349692,"","1000734801","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8351652,"","1000636664","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8351692,"","1000945024","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8351692,"","1000945027","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8352468,"","1000965703","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8353118,"","1000800949","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8353797,"PIC13016/1","1000698656","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8354322,"","1000945299","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",19114.63
453739,8358859,"","1000984398","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8359395,"","1000737177","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8363991,"","1000901592","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",15000.09
453739,8363991,"","1000901594","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",15000.09
453739,8364575,"","1000533296","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8367342,"","1000902597","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8368930,"PIC12846","1000678771","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8369915,"","1000947330","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8371073,"","1000945976","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8378017,"","1000669067","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8378280,"DVA14046/1","1000948939","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
