"Run Number","Policy Number","Policy Reference","Amount Paid","Date Paid","Premium Currency","Premium Type"
453739,6203674,"",221.00,"202301","USD","Regular"
453739,6203674,"",221.00,"202302","USD","Regular"
453739,6203674,"",221.00,"202303","USD","Regular"
453739,6203674,"",221.00,"202304","USD","Regular"
453739,6203674,"",221.00,"202305","USD","Regular"
453739,6203674,"",221.00,"202306","USD","Regular"
453739,6203674,"",221.00,"202307","USD","Regular"
453739,6203674,"",221.00,"202308","USD","Regular"
453739,6203674,"",221.00,"202309","USD","Regular"
453739,6203674,"",221.00,"202310","USD","Regular"
453739,6203748,"",335.00,"202210","USD","Regular"
453739,6203748,"",335.00,"202211","USD","Regular"
453739,6203748,"",335.00,"202212","USD","Regular"
453739,6203748,"",335.00,"202301","USD","Regular"
453739,6203748,"",335.00,"202302","USD","Regular"
453739,6203748,"",335.00,"202303","USD","Regular"
453739,6203748,"",195.00,"202304","USD","Regular"
453739,6203748,"",195.00,"202305","USD","Regular"
453739,6203748,"",195.00,"202306","USD","Regular"
453739,6203748,"",195.00,"202307","USD","Regular"
453739,6203748,"",195.00,"202308","USD","Regular"
453739,6203748,"",195.00,"202309","USD","Regular"
453739,6203748,"",195.00,"202310","USD","Regular"
453739,6205181,"",911.00,"202210","USD","Regular"
453739,6205181,"",911.00,"202211","USD","Regular"
453739,6205181,"",911.00,"202212","USD","Regular"
453739,6205181,"",911.00,"202301","USD","Regular"
453739,6205181,"",911.00,"202302","USD","Regular"
453739,6205181,"",911.00,"202303","USD","Regular"
453739,6205181,"",911.00,"202304","USD","Regular"
453739,6205181,"",911.00,"202305","USD","Regular"
453739,6205181,"",911.00,"202306","USD","Regular"
453739,6205181,"",911.00,"202307","USD","Regular"
453739,6205181,"",911.00,"202308","USD","Regular"
453739,6205181,"",911.00,"202309","USD","Regular"
453739,6205181,"",911.00,"202310","USD","Regular"
453739,6206871,"",441.00,"202210","USD","Regular"
453739,6206871,"",441.00,"202211","USD","Regular"
453739,6206871,"",441.00,"202212","USD","Regular"
453739,6206871,"",441.00,"202301","USD","Regular"
453739,6206871,"",441.00,"202302","USD","Regular"
453739,6206871,"",441.00,"202303","USD","Regular"
453739,6206871,"",441.00,"202304","USD","Regular"
453739,6206871,"",441.00,"202305","USD","Regular"
453739,6206871,"",441.00,"202306","USD","Regular"
453739,6206871,"",441.00,"202307","USD","Regular"
453739,6206871,"",441.00,"202308","USD","Regular"
453739,6206871,"",441.00,"202309","USD","Regular"
453739,6207313,"",327.07,"202210","GBP","Regular"
453739,6207313,"",327.07,"202211","GBP","Regular"
453739,6207313,"",327.07,"202212","GBP","Regular"
453739,6207313,"",327.07,"202301","GBP","Regular"
453739,6207313,"",327.07,"202302","GBP","Regular"
453739,6207313,"",327.07,"202303","GBP","Regular"
453739,6207313,"",327.07,"202304","GBP","Regular"
453739,6207313,"",327.07,"202305","GBP","Regular"
453739,6207313,"",327.07,"202306","GBP","Regular"
453739,6207313,"",327.07,"202307","GBP","Regular"
453739,6207313,"",327.07,"202308","GBP","Regular"
453739,6207376,"",663.00,"202210","USD","Regular"
453739,6207376,"",663.00,"202211","USD","Regular"
453739,6207376,"",663.00,"202212","USD","Regular"
453739,6207376,"",663.00,"202301","USD","Regular"
453739,6207376,"",663.00,"202302","USD","Regular"
453739,6207376,"",663.00,"202303","USD","Regular"
453739,6207376,"",663.00,"202304","USD","Regular"
453739,6207376,"",663.00,"202305","USD","Regular"
453739,6207376,"",663.00,"202306","USD","Regular"
453739,6207376,"",663.00,"202307","USD","Regular"
453739,6207376,"",663.00,"202308","USD","Regular"
453739,6207376,"",663.00,"202309","USD","Regular"
453739,6207376,"",663.00,"202310","USD","Regular"
453739,6207670,"",510.00,"202210","USD","Regular"
453739,6207670,"",510.00,"202211","USD","Regular"
453739,6207670,"",510.00,"202212","USD","Regular"
453739,6207670,"",510.00,"202301","USD","Regular"
453739,6207670,"",510.00,"202302","USD","Regular"
453739,6207670,"",510.00,"202303","USD","Regular"
453739,6207670,"",510.00,"202304","USD","Regular"
453739,6207670,"",510.00,"202305","USD","Regular"
453739,6207670,"",510.00,"202306","USD","Regular"
453739,6207670,"",510.00,"202307","USD","Regular"
453739,6207670,"",510.00,"202308","USD","Regular"
453739,6207670,"",510.00,"202309","USD","Regular"
453739,6208135,"",241.00,"202210","GBP","Regular"
453739,6208135,"",241.00,"202211","GBP","Regular"
453739,6208135,"",241.00,"202212","GBP","Regular"
453739,6208135,"",241.00,"202301","GBP","Regular"
453739,6208135,"",241.00,"202302","GBP","Regular"
453739,6208135,"",241.00,"202303","GBP","Regular"
453739,6208135,"",241.00,"202304","GBP","Regular"
453739,6208135,"",241.00,"202305","GBP","Regular"
453739,6208135,"",241.00,"202306","GBP","Regular"
453739,6208135,"",241.00,"202307","GBP","Regular"
453739,6208135,"",241.00,"202308","GBP","Regular"
453739,6208135,"",241.00,"202309","GBP","Regular"
453739,6208135,"",241.00,"202310","GBP","Regular"
453739,6211944,"",1511.00,"202210","USD","Regular"
453739,6211944,"",1511.00,"202211","USD","Regular"
453739,6211944,"",1511.00,"202212","USD","Regular"
453739,6211944,"",1511.00,"202301","USD","Regular"
453739,6211944,"",1511.00,"202302","USD","Regular"
453739,6211944,"",1511.00,"202303","USD","Regular"
453739,6211944,"",1511.00,"202304","USD","Regular"
453739,6211944,"",1511.00,"202305","USD","Regular"
453739,6211944,"",1511.00,"202306","USD","Regular"
453739,6211944,"",1511.00,"202307","USD","Regular"
453739,6211944,"",1511.00,"202308","USD","Regular"
453739,6211944,"",1511.00,"202309","USD","Regular"
453739,6211944,"",1511.00,"202310","USD","Regular"
453739,6213198,"",180.00,"202210","USD","Regular"
453739,6213198,"",180.00,"202211","USD","Regular"
453739,6213198,"",180.00,"202212","USD","Regular"
453739,6213198,"",180.00,"202301","USD","Regular"
453739,6213198,"",180.00,"202302","USD","Regular"
453739,6213198,"",180.00,"202303","USD","Regular"
453739,6213198,"",180.00,"202304","USD","Regular"
453739,6213198,"",180.00,"202305","USD","Regular"
453739,6213198,"",180.00,"202306","USD","Regular"
453739,6213198,"",180.00,"202307","USD","Regular"
453739,6213198,"",180.00,"202308","USD","Regular"
453739,6215123,"",250.00,"202210","USD","Regular"
453739,6215123,"",250.00,"202211","USD","Regular"
453739,6215123,"",250.00,"202212","USD","Regular"
453739,6215123,"",250.00,"202301","USD","Regular"
453739,6215123,"",250.00,"202302","USD","Regular"
453739,6215123,"",250.00,"202303","USD","Regular"
453739,6215123,"",250.00,"202304","USD","Regular"
453739,6215123,"",250.00,"202305","USD","Regular"
453739,6215123,"",250.00,"202306","USD","Regular"
453739,6215123,"",250.00,"202307","USD","Regular"
453739,6215123,"",250.00,"202308","USD","Regular"
453739,6215123,"",250.00,"202309","USD","Regular"
453739,6215123,"",250.00,"202310","USD","Regular"
453739,6217031,"",988.00,"202210","USD","Regular"
453739,6217031,"",988.00,"202211","USD","Regular"
453739,6217031,"",988.00,"202212","USD","Regular"
453739,6217031,"",988.00,"202301","USD","Regular"
453739,6217031,"",988.00,"202302","USD","Regular"
453739,6217031,"",988.00,"202303","USD","Regular"
453739,6217031,"",988.00,"202304","USD","Regular"
453739,6217031,"",988.00,"202305","USD","Regular"
453739,6217031,"",988.00,"202306","USD","Regular"
453739,6217031,"",988.00,"202307","USD","Regular"
453739,6217031,"",988.00,"202308","USD","Regular"
453739,6217031,"",988.00,"202309","USD","Regular"
453739,6217758,"",1359.78,"202210","AED","Regular"
453739,6217758,"",1359.78,"202211","AED","Regular"
453739,6217758,"",1359.78,"202212","AED","Regular"
453739,6217758,"",1359.78,"202301","AED","Regular"
453739,6217758,"",1359.78,"202302","AED","Regular"
453739,6217758,"",1359.78,"202303","AED","Regular"
453739,6217758,"",1359.78,"202304","AED","Regular"
453739,6217758,"",1359.78,"202305","AED","Regular"
453739,6217758,"",1359.78,"202306","AED","Regular"
453739,6217758,"",1359.78,"202307","AED","Regular"
453739,6217758,"",1359.78,"202308","AED","Regular"
453739,6217758,"",1359.78,"202309","AED","Regular"
453739,6217758,"",1359.78,"202310","AED","Regular"
453739,6217920,"",1808.35,"202210","AED","Regular"
453739,6217920,"",1808.35,"202211","AED","Regular"
453739,6217920,"",1808.35,"202212","AED","Regular"
453739,6217920,"",1808.35,"202301","AED","Regular"
453739,6217920,"",1808.35,"202302","AED","Regular"
453739,6217920,"",1808.35,"202303","AED","Regular"
453739,6217920,"",1808.35,"202304","AED","Regular"
453739,6217920,"",1808.35,"202305","AED","Regular"
453739,6217920,"",1808.35,"202306","AED","Regular"
453739,6217920,"",1808.35,"202307","AED","Regular"
453739,6217920,"",1808.35,"202308","AED","Regular"
453739,6217920,"",1808.35,"202309","AED","Regular"
453739,6217920,"",1808.35,"202310","AED","Regular"
453739,6219475,"",195.00,"202210","USD","Regular"
453739,6219475,"",195.00,"202211","USD","Regular"
453739,6219475,"",195.00,"202212","USD","Regular"
453739,6219475,"",195.00,"202301","USD","Regular"
453739,6219475,"",195.00,"202302","USD","Regular"
453739,6219475,"",195.00,"202303","USD","Regular"
453739,6219475,"",195.00,"202304","USD","Regular"
453739,6219475,"",195.00,"202305","USD","Regular"
453739,6219475,"",195.00,"202306","USD","Regular"
453739,6219475,"",195.00,"202307","USD","Regular"
453739,6219475,"",195.00,"202308","USD","Regular"
453739,6219475,"",195.00,"202309","USD","Regular"
453739,6219475,"",195.00,"202310","USD","Regular"
453739,6219528,"N257203",419.00,"202210","USD","Regular"
453739,6219528,"N257203",419.00,"202211","USD","Regular"
453739,6219528,"N257203",419.00,"202212","USD","Regular"
453739,6219528,"N257203",419.00,"202301","USD","Regular"
453739,6219528,"N257203",419.00,"202302","USD","Regular"
453739,6219528,"N257203",419.00,"202303","USD","Regular"
453739,6219528,"N257203",419.00,"202304","USD","Regular"
453739,6219528,"N257203",419.00,"202305","USD","Regular"
453739,6219528,"N257203",419.00,"202306","USD","Regular"
453739,6219528,"N257203",419.00,"202307","USD","Regular"
453739,6219528,"N257203",419.00,"202308","USD","Regular"
453739,6219528,"N257203",419.00,"202309","USD","Regular"
453739,6219528,"N257203",419.00,"202310","USD","Regular"
453739,6220284,"",355.00,"202210","USD","Regular"
453739,6220284,"",355.00,"202211","USD","Regular"
453739,6220284,"",355.00,"202212","USD","Regular"
453739,6220284,"",355.00,"202301","USD","Regular"
453739,6220284,"",355.00,"202302","USD","Regular"
453739,6220284,"",355.00,"202303","USD","Regular"
453739,6220284,"",355.00,"202304","USD","Regular"
453739,6220284,"",355.00,"202305","USD","Regular"
453739,6220284,"",355.00,"202306","USD","Regular"
453739,6220284,"",355.00,"202307","USD","Regular"
453739,6220284,"",355.00,"202308","USD","Regular"
453739,6220284,"",355.00,"202309","USD","Regular"
453739,6220284,"",355.00,"202310","USD","Regular"
453739,6220879,"",276.00,"202210","USD","Regular"
453739,6220879,"",276.00,"202211","USD","Regular"
453739,6220879,"",276.00,"202212","USD","Regular"
453739,6220879,"",276.00,"202301","USD","Regular"
453739,6220879,"",276.00,"202302","USD","Regular"
453739,6220879,"",276.00,"202303","USD","Regular"
453739,6220879,"",276.00,"202304","USD","Regular"
453739,6220879,"",276.00,"202305","USD","Regular"
453739,6220879,"",276.00,"202306","USD","Regular"
453739,6220879,"",276.00,"202307","USD","Regular"
453739,6220879,"",276.00,"202308","USD","Regular"
453739,6220879,"",276.00,"202309","USD","Regular"
453739,6220879,"",276.00,"202310","USD","Regular"
453739,6238478,"",942.58,"202210","AED","Regular"
453739,6238478,"",942.58,"202211","AED","Regular"
453739,6238478,"",942.58,"202212","AED","Regular"
453739,6238478,"",942.58,"202301","AED","Regular"
453739,6238478,"",942.58,"202302","AED","Regular"
453739,6238478,"",942.58,"202303","AED","Regular"
453739,6238478,"",942.58,"202304","AED","Regular"
453739,6238478,"",942.58,"202305","AED","Regular"
453739,6238478,"",942.58,"202306","AED","Regular"
453739,6238478,"",942.58,"202307","AED","Regular"
453739,6238478,"",942.58,"202308","AED","Regular"
453739,6238478,"",942.58,"202309","AED","Regular"
453739,6242394,"",279.00,"202210","USD","Regular"
453739,6242394,"",279.00,"202211","USD","Regular"
453739,6242394,"",279.00,"202212","USD","Regular"
453739,6242394,"",279.00,"202301","USD","Regular"
453739,6242394,"",279.00,"202302","USD","Regular"
453739,6242394,"",279.00,"202303","USD","Regular"
453739,6242394,"",279.00,"202304","USD","Regular"
453739,6242394,"",279.00,"202305","USD","Regular"
453739,6242394,"",279.00,"202306","USD","Regular"
453739,6242394,"",279.00,"202307","USD","Regular"
453739,6242394,"",279.00,"202308","USD","Regular"
453739,6242394,"",279.00,"202309","USD","Regular"
453739,6246801,"",500.00,"202210","USD","Regular"
453739,6246801,"",500.00,"202211","USD","Regular"
453739,6246801,"",500.00,"202212","USD","Regular"
453739,6246801,"",500.00,"202301","USD","Regular"
453739,6246801,"",500.00,"202302","USD","Regular"
453739,6246801,"",500.00,"202303","USD","Regular"
453739,6246801,"",500.00,"202304","USD","Regular"
453739,6246801,"",500.00,"202305","USD","Regular"
453739,6246801,"",500.00,"202306","USD","Regular"
453739,6246801,"",500.00,"202307","USD","Regular"
453739,6246801,"",500.00,"202308","USD","Regular"
453739,6246801,"",500.00,"202309","USD","Regular"
453739,6246801,"",500.00,"202310","USD","Regular"
453739,6249968,"",1952.75,"202210","AED","Regular"
453739,6249968,"",1960.00,"202211","AED","Regular"
453739,6249968,"",1960.00,"202212","AED","Regular"
453739,6249968,"",1955.00,"202301","AED","Regular"
453739,6249968,"",1960.00,"202302","AED","Regular"
453739,6249968,"",1950.00,"202303","AED","Regular"
453739,6249968,"",1960.00,"202304","AED","Regular"
453739,6249968,"",1950.00,"202305","AED","Regular"
453739,6249968,"",1950.00,"202306","AED","Regular"
453739,6249968,"",1960.00,"202307","AED","Regular"
453739,6249968,"",1960.00,"202308","AED","Regular"
453739,6249968,"",1960.00,"202309","AED","Regular"
453739,6249968,"",1960.00,"202310","AED","Regular"
453739,6251653,"",1319.00,"202210","USD","Regular"
453739,6251653,"",1319.00,"202211","USD","Regular"
453739,6251653,"",1319.00,"202212","USD","Regular"
453739,6251653,"",1319.00,"202301","USD","Regular"
453739,6251653,"",1319.00,"202302","USD","Regular"
453739,6251653,"",1319.00,"202303","USD","Regular"
453739,6251653,"",1319.00,"202304","USD","Regular"
453739,6251653,"",1319.00,"202305","USD","Regular"
453739,6251653,"",1319.00,"202306","USD","Regular"
453739,6251653,"",1319.00,"202307","USD","Regular"
453739,6251653,"",1319.00,"202308","USD","Regular"
453739,6251653,"",1319.00,"202309","USD","Regular"
453739,6255256,"",447.00,"202210","USD","Regular"
453739,6255256,"",447.00,"202211","USD","Regular"
453739,6255256,"",447.00,"202212","USD","Regular"
453739,6255256,"",447.00,"202301","USD","Regular"
453739,6255256,"",447.00,"202302","USD","Regular"
453739,6255256,"",447.00,"202303","USD","Regular"
453739,6255256,"",447.00,"202304","USD","Regular"
453739,6255256,"",447.00,"202305","USD","Regular"
453739,6255256,"",447.00,"202306","USD","Regular"
453739,6255256,"",447.00,"202307","USD","Regular"
453739,6255256,"",447.00,"202308","USD","Regular"
453739,6255256,"",447.00,"202309","USD","Regular"
453739,6255256,"",447.00,"202310","USD","Regular"
453739,6264494,"",402.00,"202210","USD","Regular"
453739,6264494,"",402.00,"202211","USD","Regular"
453739,6264494,"",402.00,"202301","USD","Regular"
453739,6264494,"",402.00,"202303","USD","Regular"
453739,6264494,"",402.00,"202305","USD","Regular"
453739,6264494,"",402.00,"202307","USD","Regular"
453739,6266156,"",743.72,"202304","USD","Regular"
453739,6266156,"",743.72,"202305","USD","Regular"
453739,6266156,"",743.72,"202306","USD","Regular"
453739,6266156,"",743.72,"202307","USD","Regular"
453739,6266156,"",743.72,"202308","USD","Regular"
453739,6266156,"",743.72,"202309","USD","Regular"
453739,6266156,"",743.72,"202310","USD","Regular"
453739,6267582,"DVA14151/7",375.10,"202210","GBP","Regular"
453739,6267582,"DVA14151/7",375.10,"202211","GBP","Regular"
453739,6267582,"DVA14151/7",375.10,"202212","GBP","Regular"
453739,6267582,"DVA14151/7",375.10,"202301","GBP","Regular"
453739,6267582,"DVA14151/7",375.10,"202302","GBP","Regular"
453739,6267582,"DVA14151/7",375.10,"202303","GBP","Regular"
453739,6267582,"DVA14151/7",375.10,"202304","GBP","Regular"
453739,6267582,"DVA14151/7",375.10,"202305","GBP","Regular"
453739,6270243,"",200.00,"202210","USD","Regular"
453739,6270243,"",200.00,"202211","USD","Regular"
453739,6270243,"",200.00,"202212","USD","Regular"
453739,6270243,"",200.00,"202301","USD","Regular"
453739,6270243,"",200.00,"202302","USD","Regular"
453739,6270243,"",200.00,"202303","USD","Regular"
453739,6270243,"",200.00,"202304","USD","Regular"
453739,6270518,"",59197.82,"202210","AED","Regular"
453739,6270518,"",4032.00,"202301","USD","Regular"
453739,6270518,"",4032.00,"202302","USD","Regular"
453739,6270518,"",4032.00,"202303","USD","Regular"
453739,6270518,"",4032.00,"202304","USD","Regular"
453739,6270518,"",4032.00,"202305","USD","Regular"
453739,6270518,"",4032.00,"202306","USD","Regular"
453739,6270518,"",4032.00,"202307","USD","Regular"
453739,6270518,"",4032.00,"202308","USD","Regular"
453739,6270518,"",4032.00,"202309","USD","Regular"
453739,6270518,"",4032.00,"202310","USD","Regular"
453739,6279848,"",286.00,"202210","USD","Regular"
453739,6279848,"",286.00,"202211","USD","Regular"
453739,6279848,"",286.00,"202212","USD","Regular"
453739,6279848,"",286.00,"202301","USD","Regular"
453739,6279848,"",286.00,"202302","USD","Regular"
453739,6279848,"",286.00,"202303","USD","Regular"
453739,6279848,"",286.00,"202304","USD","Regular"
453739,6279848,"",286.00,"202305","USD","Regular"
453739,6279848,"",286.00,"202306","USD","Regular"
453739,6279848,"",286.00,"202307","USD","Regular"
453739,6279848,"",286.00,"202308","USD","Regular"
453739,6279872,"",150.00,"202210","USD","Regular"
453739,6279872,"",150.00,"202211","USD","Regular"
453739,6279872,"",150.00,"202212","USD","Regular"
453739,6279872,"",150.00,"202301","USD","Regular"
453739,6279872,"",150.00,"202302","USD","Regular"
453739,6279872,"",150.00,"202303","USD","Regular"
453739,6279872,"",150.00,"202304","USD","Regular"
453739,6279872,"",150.00,"202305","USD","Regular"
453739,6279872,"",150.00,"202306","USD","Regular"
453739,6279872,"",150.00,"202307","USD","Regular"
453739,6279872,"",150.00,"202308","USD","Regular"
453739,6279872,"",150.00,"202309","USD","Regular"
453739,6279872,"",150.00,"202310","USD","Regular"
453739,6281648,"N253157",346.00,"202210","USD","Regular"
453739,6281648,"N253157",346.00,"202211","USD","Regular"
453739,6281648,"N253157",346.00,"202212","USD","Regular"
453739,6281648,"N253157",346.00,"202301","USD","Regular"
453739,6281648,"N253157",346.00,"202302","USD","Regular"
453739,6281648,"N253157",346.00,"202303","USD","Regular"
453739,6281648,"N253157",346.00,"202304","USD","Regular"
453739,6281648,"N253157",346.00,"202305","USD","Regular"
453739,6281648,"N253157",346.00,"202306","USD","Regular"
453739,6281648,"N253157",346.00,"202307","USD","Regular"
453739,6281648,"N253157",346.00,"202308","USD","Regular"
453739,6281648,"N253157",346.00,"202309","USD","Regular"
453739,6281648,"N253157",346.00,"202310","USD","Regular"
453739,6282122,"",486.00,"202210","USD","Regular"
453739,6282122,"",486.00,"202211","USD","Regular"
453739,6282122,"",486.00,"202212","USD","Regular"
453739,6282122,"",486.00,"202301","USD","Regular"
453739,6282122,"",486.00,"202302","USD","Regular"
453739,6282122,"",486.00,"202303","USD","Regular"
453739,6282122,"",486.00,"202304","USD","Regular"
453739,6282122,"",486.00,"202305","USD","Regular"
453739,6282122,"",486.00,"202306","USD","Regular"
453739,6282122,"",486.00,"202307","USD","Regular"
453739,6282122,"",486.00,"202308","USD","Regular"
453739,6282122,"",486.00,"202309","USD","Regular"
453739,6282122,"",486.00,"202310","USD","Regular"
453739,6282369,"",217.00,"202210","USD","Regular"
453739,6282369,"",217.00,"202211","USD","Regular"
453739,6282369,"",217.00,"202212","USD","Regular"
453739,6282369,"",217.00,"202301","USD","Regular"
453739,6282369,"",217.00,"202302","USD","Regular"
453739,6282369,"",217.00,"202303","USD","Regular"
453739,6282369,"",217.00,"202304","USD","Regular"
453739,6282369,"",217.00,"202305","USD","Regular"
453739,6282369,"",217.00,"202306","USD","Regular"
453739,6282369,"",217.00,"202307","USD","Regular"
453739,6282369,"",217.00,"202308","USD","Regular"
453739,6282369,"",217.00,"202309","USD","Regular"
453739,6282369,"",217.00,"202310","USD","Regular"
453739,6291549,"",150.00,"202210","USD","Regular"
453739,6291549,"",150.00,"202211","USD","Regular"
453739,6291549,"",150.00,"202212","USD","Regular"
453739,6291549,"",150.00,"202301","USD","Regular"
453739,6291549,"",150.00,"202302","USD","Regular"
453739,6291549,"",150.00,"202303","USD","Regular"
453739,6291549,"",150.00,"202304","USD","Regular"
453739,6291549,"",150.00,"202305","USD","Regular"
453739,6291549,"",150.00,"202306","USD","Regular"
453739,6291549,"",150.00,"202307","USD","Regular"
453739,6291549,"",150.00,"202308","USD","Regular"
453739,6291549,"",150.00,"202309","USD","Regular"
453739,6291549,"",150.00,"202310","USD","Regular"
453739,6291638,"",156.00,"202210","USD","Regular"
453739,6291638,"",156.00,"202211","USD","Regular"
453739,6291638,"",156.00,"202212","USD","Regular"
453739,6291638,"",156.00,"202301","USD","Regular"
453739,6291638,"",156.00,"202302","USD","Regular"
453739,6291638,"",156.00,"202303","USD","Regular"
453739,6291638,"",156.00,"202304","USD","Regular"
453739,6291638,"",156.00,"202305","USD","Regular"
453739,6291638,"",156.00,"202306","USD","Regular"
453739,6291638,"",156.00,"202307","USD","Regular"
453739,6291638,"",156.00,"202308","USD","Regular"
453739,6291638,"",156.00,"202309","USD","Regular"
453739,6291638,"",156.00,"202310","USD","Regular"
453739,6297148,"",444.00,"202210","USD","Regular"
453739,6297148,"",444.00,"202211","USD","Regular"
453739,6297148,"",444.00,"202212","USD","Regular"
453739,6297148,"",444.00,"202301","USD","Regular"
453739,6297148,"",444.00,"202302","USD","Regular"
453739,6297148,"",444.00,"202303","USD","Regular"
453739,6297148,"",444.00,"202304","USD","Regular"
453739,6297148,"",444.00,"202305","USD","Regular"
453739,6297148,"",444.00,"202306","USD","Regular"
453739,6297148,"",444.00,"202307","USD","Regular"
453739,6297148,"",444.00,"202308","USD","Regular"
453739,6297148,"",444.00,"202309","USD","Regular"
453739,6297148,"",444.00,"202310","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202210","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202211","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202212","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202301","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202302","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202303","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202304","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202305","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202306","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202307","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202308","USD","Regular"
453739,6308574,"CIB388/08",302.00,"202309","USD","Regular"
453739,6310030,"A016F9629",736.00,"202210","AED","Regular"
453739,6310030,"A016F9629",796.00,"202211","AED","Regular"
453739,6310030,"A016F9629",736.00,"202212","AED","Regular"
453739,6310030,"A016F9629",736.00,"202301","AED","Regular"
453739,6310030,"A016F9629",736.00,"202302","AED","Regular"
453739,6310030,"A016F9629",736.00,"202303","AED","Regular"
453739,6322475,"N240204",540.00,"202210","USD","Regular"
453739,6322475,"N240204",540.00,"202211","USD","Regular"
453739,6322475,"N240204",540.00,"202212","USD","Regular"
453739,6322475,"N240204",540.00,"202301","USD","Regular"
453739,6322475,"N240204",540.00,"202302","USD","Regular"
453739,6322475,"N240204",540.00,"202303","USD","Regular"
453739,6322475,"N240204",540.00,"202304","USD","Regular"
453739,6322475,"N240204",540.00,"202305","USD","Regular"
453739,6322475,"N240204",540.00,"202306","USD","Regular"
453739,6322475,"N240204",540.00,"202307","USD","Regular"
453739,6322475,"N240204",540.00,"202308","USD","Regular"
453739,6322475,"N240204",540.00,"202309","USD","Regular"
453739,6322475,"N240204",540.00,"202310","USD","Regular"
453739,6340176,"",360.00,"202210","USD","Regular"
453739,6340176,"",360.00,"202211","USD","Regular"
453739,6340176,"",360.00,"202212","USD","Regular"
453739,6340176,"",360.00,"202301","USD","Regular"
453739,6340176,"",360.00,"202302","USD","Regular"
453739,6340176,"",360.00,"202303","USD","Regular"
453739,6340176,"",360.00,"202304","USD","Regular"
453739,6340176,"",360.00,"202305","USD","Regular"
453739,6340176,"",360.00,"202306","USD","Regular"
453739,6340176,"",360.00,"202307","USD","Regular"
453739,6340176,"",360.00,"202308","USD","Regular"
453739,6340176,"",360.00,"202309","USD","Regular"
453739,6340176,"",360.00,"202310","USD","Regular"
453739,8107128,"",1500.00,"202210","GBP","Regular"
453739,8107128,"",1500.00,"202211","GBP","Regular"
453739,8107128,"",1500.00,"202212","GBP","Regular"
453739,8107128,"",1500.00,"202301","GBP","Regular"
453739,8107128,"",1500.00,"202302","GBP","Regular"
453739,8107128,"",1500.00,"202303","GBP","Regular"
453739,8107128,"",1500.00,"202304","GBP","Regular"
453739,8107128,"",1500.00,"202305","GBP","Regular"
453739,8107128,"",1500.00,"202306","GBP","Regular"
453739,8107128,"",1500.00,"202307","GBP","Regular"
453739,8107128,"",1500.00,"202308","GBP","Regular"
453739,8107128,"",1500.00,"202309","GBP","Regular"
453739,8107128,"",1500.00,"202310","GBP","Regular"
453739,8108224,"",300.00,"202210","USD","Regular"
453739,8108224,"",300.00,"202211","USD","Regular"
453739,8108224,"",300.00,"202212","USD","Regular"
453739,8108224,"",300.00,"202301","USD","Regular"
453739,8108224,"",300.00,"202302","USD","Regular"
453739,8108224,"",300.00,"202303","USD","Regular"
453739,8108224,"",300.00,"202304","USD","Regular"
453739,8108224,"",300.00,"202305","USD","Regular"
453739,8108224,"",300.00,"202306","USD","Regular"
453739,8108224,"",300.00,"202307","USD","Regular"
453739,8108224,"",300.00,"202308","USD","Regular"
453739,8108224,"",300.00,"202309","USD","Regular"
453739,8108224,"",300.00,"202310","USD","Regular"
453739,8110005,"",2440.00,"202210","USD","Regular"
453739,8110005,"",2440.00,"202211","USD","Regular"
453739,8110005,"",2440.00,"202212","USD","Regular"
453739,8110005,"",2440.00,"202301","USD","Regular"
453739,8110005,"",2440.00,"202302","USD","Regular"
453739,8110005,"",2440.00,"202303","USD","Regular"
453739,8110005,"",2440.00,"202304","USD","Regular"
453739,8110005,"",2440.00,"202305","USD","Regular"
453739,8110005,"",2440.00,"202306","USD","Regular"
453739,8110005,"",2440.00,"202307","USD","Regular"
453739,8110005,"",2440.00,"202308","USD","Regular"
453739,8110005,"",2440.00,"202309","USD","Regular"
453739,8110005,"",2440.00,"202310","USD","Regular"
453739,8118600,"",1750.00,"202212","USD","Regular"
453739,8118600,"",1750.00,"202301","USD","Regular"
453739,8118600,"",1750.00,"202302","USD","Regular"
453739,8118600,"",1750.00,"202303","USD","Regular"
453739,8118600,"",1750.00,"202304","USD","Regular"
453739,8118600,"",1750.00,"202305","USD","Regular"
453739,8118600,"",1750.00,"202306","USD","Regular"
453739,8118600,"",1750.00,"202307","USD","Regular"
453739,8118600,"",1750.00,"202308","USD","Regular"
453739,8118600,"",1750.00,"202309","USD","Regular"
453739,8118600,"",1750.00,"202310","USD","Regular"
453739,8121524,"",2000.00,"202210","GBP","Regular"
453739,8121524,"",2000.00,"202211","GBP","Regular"
453739,8121524,"",2000.00,"202212","GBP","Regular"
453739,8121524,"",2000.00,"202301","GBP","Regular"
453739,8121524,"",2000.00,"202302","GBP","Regular"
453739,8121524,"",2000.00,"202303","GBP","Regular"
