ExtractTime,DatabaseDate,PlanID,PlanNumber,FirstPolicyNumber,PremiumStatus,PremiumCurrencyISO,TotalPremiumPaid,PremiumDueDate
01/11/2023 14:29:30,01/11/2023 06:39:13,135924,Q621510005,621510005,Surrendered,EUR,66500,26/12/2014
01/11/2023 14:29:30,01/11/2023 06:39:13,135925,Q621510014,621510014,Surrendered,EUR,8100,24/10/2007
01/11/2023 14:29:30,01/11/2023 06:39:13,136484,Q621513701,621513701,Paid Up,EUR,28490.56,01/02/2009
01/11/2023 14:29:30,01/11/2023 06:39:13,136566,Q621513711,621513711,Matured,EUR,34000,22/04/2008
01/11/2023 14:29:30,01/11/2023 06:39:13,137176,Q621518051,621518051,Premium Paying,USD,113000,06/10/2023
01/11/2023 14:29:30,01/11/2023 06:39:13,137177,Q621518061,621518061,Surrendered,EUR,58602.5,06/06/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,137834,Q621520311,621520311,Surrendered,USD,4200,01/05/2007
01/11/2023 14:29:30,01/11/2023 06:39:13,138106,Q621521489,621521489,Surrendered,GBP,20900,01/01/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,138167,Q621522369,621522369,Surrendered,EUR,10500,01/05/2007
01/11/2023 14:29:30,01/11/2023 06:39:13,138192,Q621523151,621523151,Surrendered,EUR,58000,21/07/2010
01/11/2023 14:29:30,01/11/2023 06:39:13,138561,Q621524209,621524209,Surrendered,EUR,8800,06/06/2007
01/11/2023 14:29:30,01/11/2023 06:39:13,138869,Q621525959,621525959,Paid Up,EUR,167380,02/05/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,138870,Q621525968,621525968,Surrendered,GBP,17800,27/04/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,139353,Q621528429,621528429,Matured,USD,36000,27/01/2007
01/11/2023 14:29:30,01/11/2023 06:39:13,139470,Q621528958,621528958,Paid Up,EUR,8875.45,16/08/2010
01/11/2023 14:29:30,01/11/2023 06:39:13,139471,Q621528967,621528967,Surrendered,GBP,23872,01/08/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,567707,Q621529622,621529622,Matured,EUR,38403.25,07/09/2013
01/11/2023 14:29:30,01/11/2023 06:39:13,471165,Q621533636,621533636,,EUR,47500.07,
01/11/2023 14:29:30,01/11/2023 06:39:13,141167,Q621536528,621536528,Surrendered,EUR,105050,27/09/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,141491,Q621539394,621539394,,USD,35750,
01/11/2023 14:29:30,01/11/2023 06:39:13,507244,Q690222141,690222141,Paid Up,GBP,15400,25/07/2003
01/11/2023 14:29:30,01/11/2023 06:39:13,678771,Q690275699,690275699,Paid Up,GBP,37050,01/08/2010
01/11/2023 14:29:30,01/11/2023 06:39:13,903974,PN900000528,900000532,Lapsed,USD,10025.91,19/02/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,741839,PN900000763,900000764,Lapsed,USD,1141.91,04/02/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,900414,PN900000797,900000798,Lapsed,USD,4748.7,01/09/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,864344,PN900000811,900000812,Unknown,USD,7560,10/09/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,928246,PN900001035,900001036,Lapsed,GBP,3525.9,05/05/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,878134,PN900001240,900001242,Lapsed,USD,5933.16,04/08/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,890165,PN900001254,900001259,Lapsed,GBP,10490.65,28/07/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,890166,PN900001261,900001262,Unknown,GBP,4102.97,28/07/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,643806,PN900002342,900002347,Unknown,USD,323.96,07/06/2015
01/11/2023 14:29:30,01/11/2023 06:39:13,830807,PN900002405,900002407,Lapsed,USD,3396.82,27/07/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,738515,PN900002769,900002771,Lapsed,GBP,531.09,29/01/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,867376,PN900014878,900014879,Lapsed,GBP,4719.75,01/11/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,873453,PN900036833,900036834,Lapsed,USD,3093.32,01/04/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,873700,PN900036855,900036856,Lapsed,USD,3373.14,07/04/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,937087,PN900062872,900062874,Lapsed,GBP,1383.29,11/03/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,855655,PN900070835,900070836,Lapsed,USD,12317.4,01/04/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,891618,PN900070838,900068838,Unknown,USD,30398.13,13/09/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,885866,PN900070860,900070862,Lapsed,USD,14021.26,11/04/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,882089,PN900136837,900138837,Lapsed,GBP,9194,03/12/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,892946,PN900146845,900144846,Lapsed,GBP,8905.75,03/11/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,893131,PN900154853,900154854,Lapsed,GBP,5127.03,13/11/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,870860,PN900164890,900162895,Lapsed,USD,27000,09/02/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,876530,PN900210844,900210846,Unknown,GBP,549.92,02/11/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,834970,PN900210855,900210860,Lapsed,USD,3240.9,09/09/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,590756,PN901924833,901910856,Lapsed,GBP,563.6,06/11/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,876499,PN903844838,903844839,Lapsed,GBP,5871.96,24/06/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,281316,Q500042003,15468030,,USD,92958,
01/11/2023 14:29:30,01/11/2023 06:39:13,280123,Q500042281,15479261,,USD,46250,
01/11/2023 14:29:30,01/11/2023 06:39:13,280541,Q500044981,15532446,,USD,20550.03,
01/11/2023 14:29:30,01/11/2023 06:39:13,280543,Q500045092,15532605,,USD,19000.02,
01/11/2023 14:29:30,01/11/2023 06:39:13,280544,Q500045100,15537997,,USD,88880,
01/11/2023 14:29:30,01/11/2023 06:39:13,280545,Q500047741,15543962,,USD,53760,
01/11/2023 14:29:30,01/11/2023 06:39:13,280136,Q500055020,15615950,,USD,24000.02,
01/11/2023 14:29:30,01/11/2023 06:39:13,280137,Q500055023,15622178,,USD,62000.05,
01/11/2023 14:29:30,01/11/2023 06:39:13,280163,Q500087327,15899254,,USD,40250,
01/11/2023 14:29:30,01/11/2023 06:39:13,476392,Q500092870,15948908,,USD,22000,
01/11/2023 14:29:30,01/11/2023 06:39:13,280645,Q500097082,16013052,,USD,11000,
01/11/2023 14:29:30,01/11/2023 06:39:13,292332,Q500100398,16032283,,USD,31650,
01/11/2023 14:29:30,01/11/2023 06:39:13,296302,Q500103271,16057881,,USD,11970,
01/11/2023 14:29:30,01/11/2023 06:39:13,483757,Q500219302,16653009,Unknown,USD,8400,
01/11/2023 14:29:30,01/11/2023 06:39:13,854591,Q500046745,15520097,Surrendered,USD,60000,07/01/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,516504,Q500220247,16668348,Surrendered,EUR,127975.32,14/12/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,567392,Q500393452,17382752,Surrendered,GBP,50000,
01/11/2023 14:29:30,01/11/2023 06:39:13,571199,PN900008834,900008835,Lapsed,GBP,977.28,13/05/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,742887,PN100000223,100000224,Unknown,USD,2846.97,29/01/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,752557,PN100000598,100000599,Unknown,USD,1892.5,26/04/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,762458,PN100000905,100000906,Lapsed,USD,5701.33,21/06/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,771965,PN100001216,100001217,Unknown,USD,3915,21/10/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,780300,PN100001439,100001440,Unknown,USD,3039.62,28/06/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,800749,PN100001925,100001926,Lapsed,GBP,648.5,30/06/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,806948,PN100002112,100002113,Lapsed,GBP,4124.82,24/11/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,820710,PN100002361,100002362,Unknown,USD,3846.02,21/06/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,820715,PN100002370,100002371,Unknown,USD,3579.84,04/06/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,883314,PN100002853,100002855,Unknown,USD,7188.4,07/01/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,826876,PN100002974,100002975,Unknown,USD,8080.8,08/02/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,827025,PN100003098,100003099,Unknown,EUR,10138.56,26/06/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,828342,PN100003685,100003686,Lapsed,USD,22516.65,16/01/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,828348,PN100003698,100003700,Unknown,USD,2250,06/05/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,828808,PN100003868,100003869,Unknown,GBP,1146.04,11/01/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,828810,PN100003872,100003873,Unknown,GBP,334.8,20/06/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,829441,PN100004127,100004128,Unknown,GBP,3472.8,28/01/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,829444,PN100004134,100004137,Unknown,GBP,6875.68,28/01/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,829915,PN100004351,100004352,Unknown,GBP,2976.2,13/08/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,829916,PN100004355,100004357,Unknown,GBP,2850.62,05/08/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,830035,PN100004483,100004485,Unknown,USD,3047.49,01/07/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,888831,PN100004551,100004552,Unknown,GBP,1091.79,13/06/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,830802,PN100004891,100004892,Unknown,USD,4791,29/08/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,831206,PN100004974,100004975,Unknown,GBP,625.68,11/09/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,833593,PN100005552,100005553,Unknown,GBP,9745.1,13/02/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,834458,PN100005784,100005786,Unknown,USD,1427.01,12/01/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,834461,PN100005788,100005789,Unknown,USD,3075.6,04/02/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,834539,PN100005800,100005801,Lapsed,USD,1322.69,04/07/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,893791,PN100005809,100005810,Unknown,USD,24462.88,17/12/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,834553,PN100005828,100005829,Lapsed,USD,4671.92,27/12/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,893183,PN100006018,100006019,Unknown,USD,7289.04,16/11/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,882146,PN100006072,100006075,Unknown,USD,2714.53,07/12/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,835253,PN100006140,100006141,Unknown,AED,26797.16,24/12/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,835705,PN100006403,100006404,Unknown,GBP,5439.72,12/08/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,835707,PN100006409,100006410,Unknown,GBP,6724.8,27/08/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,835826,PN100006479,100006480,Lapsed,USD,4121.28,29/05/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,836023,PN100006563,100006564,Unknown,USD,8841.82,22/01/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,836548,PN100006881,100006882,Unknown,USD,12438.69,01/10/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,836556,PN100006902,100006904,Unknown,GBP,927.6,28/11/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,882393,PN100007092,100007093,Unknown,USD,3520.68,13/12/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,932921,PN100007660,100007662,Unknown,USD,9269.28,20/12/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,838943,PN100007845,100007846,Unknown,USD,7680.8,01/10/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,884765,PN100008351,100008352,Unknown,USD,970.06,25/02/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,841316,PN100008457,100008458,Unknown,USD,681.6,20/08/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,841408,PN100008530,100008531,Unknown,USD,2844,21/03/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,841637,PN100008633,100008635,Unknown,EUR,129.32,01/03/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,841660,PN100008678,100008680,Unknown,USD,6534.25,05/04/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,851838,PN100009056,100009057,Unknown,USD,312.11,28/07/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,851930,PN100009119,100009120,Unknown,USD,7800,25/07/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,852400,PN100009328,100010504,Lapsed,GBP,525.06,30/10/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,853170,PN100009681,100009682,Unknown,USD,3613.2,31/03/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,853178,PN100009697,100009698,Unknown,USD,4836.6,05/04/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,854224,PN100010171,100010173,Unknown,USD,3268.59,16/07/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,855344,PN100010523,100010524,Unknown,USD,2998.96,17/07/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,855416,PN100010568,100010569,Unknown,AED,6803.58,13/02/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,855487,PN100010574,100010576,Unknown,GBP,693.1,04/04/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,856138,PN100010870,100010872,Unknown,USD,5250,10/12/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,893121,PN100011059,100011060,Unknown,USD,3039.77,14/11/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,900439,PN100011071,100011072,Unknown,USD,2572.96,05/09/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,856695,PN100011079,100011080,Unknown,USD,3885.76,23/04/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,856867,PN100011146,100011147,Unknown,USD,1331.68,04/08/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,856938,PN100011226,100011227,Lapsed,USD,132.3,02/12/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,856942,PN100011233,100011234,Lapsed,USD,172.6,01/12/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,858664,PN100011717,100011728,Unknown,USD,544.05,18/12/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,859668,PN100012211,100012212,Unknown,USD,3864.22,29/03/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,860211,PN100012366,100012368,Lapsed,USD,1625.4,06/12/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,861126,PN100012605,100012606,Unknown,USD,1792.97,29/03/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,937690,PN100012784,100012785,Unknown,USD,5741.6,14/03/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,862370,PN100013089,100013091,Unknown,AED,1507.9,06/09/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,863132,PN100013410,100013411,Unknown,GBP,5189.76,16/03/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,863285,PN100013515,100013516,Unknown,USD,3206.06,16/11/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,863287,PN100013519,100013520,Unknown,USD,4807,20/11/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,863431,PN100013566,100013567,Lapsed,GBP,555.52,17/06/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,864498,PN100014191,100014193,Unknown,USD,1633.44,22/11/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,864508,PN100014208,100014209,Unknown,USD,9227.84,08/07/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,865281,PN100014631,100014632,Unknown,GBP,1959.1,27/10/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,865285,PN100014639,100014645,Unknown,USD,1604.76,31/10/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,865312,PN100014698,100014701,Unknown,USD,1206.96,13/07/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,865416,PN100014799,100014800,Lapsed,GBP,498.41,27/10/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,866136,PN100015036,100015038,Unknown,USD,6265.2,10/12/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,866912,PN100015339,100015339,Surrendered,USD,32500,28/08/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,867316,PN100015622,100016294,Lapsed,USD,3055.1,20/11/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,899856,PN100015703,100015706,Unknown,USD,2142.36,31/07/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,867419,PN100015734,100015735,Unknown,AED,6618.78,02/10/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,868256,PN100016131,100016132,Unknown,AED,19024.91,10/12/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,868261,PN100016139,100016141,Unknown,USD,2037.5,20/02/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,869113,PN100016543,100016545,Unknown,GBP,305.21,12/03/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,869146,PN100016548,100016549,Lapsed,USD,2227.97,05/09/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,936802,PN100016677,100016679,Lapsed,USD,2729.18,05/03/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,869400,PN100016713,100016714,Lapsed,USD,1751.36,10/10/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,900047,PN100016867,100016868,Unknown,USD,3312.72,14/08/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,869671,PN100016904,100016906,Unknown,USD,777.28,18/05/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,869802,PN100016959,100016960,Unknown,USD,670.6,18/04/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,869803,PN100016961,100016962,Unknown,USD,1564.78,24/04/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,869804,PN100016963,100016964,Lapsed,USD,655.5,20/05/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,869922,PN100017034,100017035,Unknown,USD,4211.52,25/07/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,870249,PN100017299,100017305,Unknown,AED,1806,11/07/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,870420,PN100017365,100017366,Unknown,USD,2850.84,05/10/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,889474,PN100017398,100017399,Unknown,USD,439.06,01/07/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,870994,PN100017574,100017575,Unknown,USD,342.92,26/05/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,871527,PN100017799,100017800,Unknown,GBP,1386.72,03/04/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,871580,PN100017807,100017808,Unknown,GBP,945.76,25/03/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,872056,PN100018062,100018065,Unknown,GBP,184.32,28/06/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,872058,PN100018068,100018069,Unknown,GBP,226.28,28/06/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,872141,PN100018128,100018130,Unknown,AED,4738.16,11/08/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,872455,PN100018262,100018265,Unknown,USD,2153.22,02/10/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,872825,PN100018424,100018425,Unknown,AED,8632.32,25/08/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,873172,PN100018604,100018605,Unknown,USD,1289.4,03/09/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,873367,PN100018743,100018744,Unknown,USD,107.44,10/06/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,873402,PN100018781,100018783,Unknown,USD,606.46,29/11/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,874106,PN100019174,100019176,Unknown,AED,6007.5,25/09/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,874325,PN100019311,100019313,Unknown,GBP,2548,30/08/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,874558,PN100019440,100019443,Unknown,AED,6773.25,23/09/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,875019,PN100019697,100019698,Unknown,USD,204.34,20/08/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,875710,PN100020097,100020099,Unknown,USD,1993.94,05/10/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,875831,PN100020144,100020145,Unknown,AED,1834.56,11/08/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,875839,PN100020162,100020163,Unknown,USD,3893.54,23/09/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,876175,PN100020369,100020370,Unknown,USD,853.49,01/07/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,876487,PN100020564,100020566,Unknown,AED,8071.6,05/04/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,876586,PN100020622,100020623,Unknown,USD,2419.52,21/04/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,876710,PN100020717,100020720,Unknown,AED,3602.7,20/02/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,876717,PN100020732,100020733,Unknown,USD,2880.36,28/10/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,876959,PN100020841,100020843,Unknown,USD,1162.32,08/04/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,877342,PN100020919,100020920,Unknown,GBP,538.35,22/02/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,929755,PN100021549,100021551,Unknown,USD,15846.6,06/07/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,880815,PN100022332,100022333,Unknown,USD,298.8,17/04/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,880873,PN100022371,100022372,Unknown,USD,3239.11,04/09/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,880967,PN100022471,100022472,Unknown,USD,609,08/03/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,882713,PN100023222,100023223,Lapsed,USD,775.5,29/12/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,882903,PN100023289,100023291,Unknown,USD,2927.21,19/12/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,883018,PN100023318,100023319,Unknown,GBP,4361.26,18/01/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,883173,PN100023364,100023367,Lapsed,USD,1940.18,05/01/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,883175,PN100023368,100023370,Unknown,EUR,2121.54,26/03/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,884080,PN100023828,100023829,Unknown,USD,3648.71,19/10/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,884355,PN100023936,100023937,Unknown,USD,973.8,30/03/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,885185,PN100024226,100024227,Unknown,USD,1020,19/10/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,885186,PN100024229,100024230,Unknown,USD,180,13/10/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,886279,PN100024661,100024662,Unknown,USD,121.16,10/08/2020
01/11/2023 14:29:30,01/11/2023 06:39:13,887784,PN100024744,100024745,Unknown,USD,992.32,05/09/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,887786,PN100024748,100024960,Lapsed,USD,1737.4,21/09/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,887904,PN100024806,100024809,Unknown,USD,1328.85,06/04/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,888046,PN100024906,100024907,Unknown,USD,2922.39,29/01/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,927642,PN100025934,100025935,Unknown,USD,380.82,30/03/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,944879,PN100026358,100026359,Unknown,USD,2659.2,01/05/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,944880,PN100026371,100026372,Unknown,USD,1739.84,01/05/2022
01/11/2023 14:29:30,01/11/2023 06:39:13,892731,PN100026450,100026451,Unknown,USD,891.31,17/08/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,892733,PN100026456,100026457,Unknown,USD,381.92,17/08/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,892972,PN100026500,100026501,Lapsed,AED,1232.76,08/07/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,892974,PN100026503,100026504,Lapsed,AED,877.56,08/07/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,896574,PN100027552,100027553,Unknown,EUR,548.96,09/09/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,896576,PN100027556,100027557,Unknown,EUR,262.48,09/09/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,872115,PN903756832,904172832,Unknown,USD,2396.88,02/03/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,597246,PN903964832,904180832,Unknown,USD,9990,14/07/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,884709,PN903968833,904290832,Unknown,GBP,772.1,24/02/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,597247,PN904028832,904190832,Lapsed,USD,11000,16/01/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,597248,PN904056832,904160832,Unknown,USD,11050,13/07/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,597680,PN904244832,904246832,Lapsed,USD,512.05,03/06/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,597700,PN904286832,904288832,Unknown,USD,8300.8,17/12/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,597712,PN904314833,904316832,Lapsed,USD,450,13/10/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,685182,PN904529063,904529064,Unknown,USD,7956.48,02/02/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,597982,PN904612832,904614832,Unknown,USD,4480,06/02/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,597986,PN904622832,904624832,Unknown,USD,2800,06/02/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,884711,PN904874832,904874833,Unknown,GBP,604.45,24/02/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,884712,PN905188848,905188849,Unknown,GBP,2175.6,24/02/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,599794,PN905214832,905212836,Unknown,USD,2906.65,07/05/2021
01/11/2023 14:29:30,01/11/2023 06:39:13,599848,PN905244841,905246832,Unknown,USD,74.92,10/06/2016
01/11/2023 14:29:30,01/11/2023 06:39:13,601604,PN905946832,905948832,Unknown,USD,5943.52,19/02/2019
01/11/2023 14:29:30,01/11/2023 06:39:13,601621,PN905994832,905996832,Unknown,USD,11050,13/07/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,601717,PN906042832,906044832,Unknown,USD,12526.06,19/12/2017
01/11/2023 14:29:30,01/11/2023 06:39:13,881696,PN906128832,906130832,Lapsed,USD,10689.11,15/11/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,602176,PN906394832,906394833,Unknown,GBP,7500,22/07/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,603857,PN906530832,906532832,Unknown,EUR,13289.25,09/07/2018
01/11/2023 14:29:30,01/11/2023 06:39:13,829491,PN906574832,906576832,Unknown,USD,281.23,26/06/2016
