ExtractTime,DatabaseDate,PlanID,PlanNumber,PolicyNumber,RiderNumber,SumAssured,CoverageType,BenefitStatus,PremiumStatus,BenefitRiskCessationDate,BenefitPremiumCessationDate
01/11/2023 14:29:30,01/11/2023 06:39:13,943319,PN100012689,100012689,0,0,,In Force,Premium Paying,08/08/2043,08/08/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,943320,PN100012713,100012714,0,501000,,In Force,Premium Paying,12/11/2058,12/11/2058
01/11/2023 14:29:30,01/11/2023 06:39:13,943320,PN100012713,100012714,1,501000,,In Force,Premium Paying,12/11/2058,12/11/2058
01/11/2023 14:29:30,01/11/2023 06:39:13,943321,PN100013350,100013351,0,32000,,In Force,Premium Paying,12/09/2038,12/09/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943321,PN100013350,100013351,1,32000,,In Force,Premium Paying,12/09/2038,12/09/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943322,PN100013648,100013648,0,0,,In Force,Premium Paying,28/09/2043,28/09/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,943323,PN100013664,100013665,0,332573,,In Force,Premium Paying,01/11/2038,01/11/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943323,PN100013664,100013666,0,148903,,In Force,Premium Paying,01/11/2038,01/11/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943323,PN100013664,100013666,1,148903,,In Force,Premium Paying,01/11/2038,01/11/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943324,PN100013746,100013746,0,0,,In Force,Premium Paying,01/10/2040,01/10/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943325,PN100014054,100014056,0,200000,,In Force,Premium Paying,30/10/2058,30/10/2058
01/11/2023 14:29:30,01/11/2023 06:39:13,943325,PN100014054,100014056,1,200000,,In Force,Premium Paying,30/10/2058,30/10/2058
01/11/2023 14:29:30,01/11/2023 06:39:13,943326,PN100014199,100014201,0,250000,,Lapsed,Lapsed,19/11/2047,19/11/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,943326,PN100014199,100014202,0,100000,,Lapsed,Lapsed,19/11/2047,19/11/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,943326,PN100014199,100014202,1,100000,,Lapsed,Lapsed,19/11/2047,19/11/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,943327,PN100014555,100014557,0,90000,,In Force,Premium Paying,15/01/2046,15/01/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943327,PN100014555,100016208,0,325000,,In Force,Premium Paying,15/01/2046,15/01/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943328,PN100014813,100014816,0,564000,,In Force,Premium Paying,23/12/2046,23/12/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943329,PN100014824,100014825,0,227158.63,,In Force,Premium Paying,03/12/2035,03/12/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943329,PN100014824,100014825,1,227158.63,Total and Permanent Disability,In Force,Premium Paying,03/12/2035,03/12/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943330,PN100014832,100014832,0,0,,In Force,Premium Paying,01/12/2035,01/12/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943331,PN100014836,100014837,0,544000,,Lapsed,Lapsed,28/11/2052,28/11/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943331,PN100014836,100014837,1,544000,,Lapsed,Lapsed,28/05/2052,28/05/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943332,PN100014855,100014859,0,175000,,In Force,Premium Paying,19/01/2038,19/01/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943332,PN100014855,100014860,0,125000,,In Force,Premium Paying,19/01/2038,19/01/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943332,PN100014855,100014860,1,125000,,In Force,Premium Paying,19/01/2038,19/01/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943333,PN100015626,100015626,0,0,,In Force,Premium Paying,17/12/2043,17/12/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,943334,PN100015742,100015743,0,150000,,In Force,Premium Paying,24/02/2037,24/02/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943334,PN100015742,100015744,0,100000,,In Force,Premium Paying,24/02/2037,24/02/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943334,PN100015742,100015744,1,100000,,In Force,Premium Paying,24/02/2037,24/02/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943335,PN100016266,100016268,0,200000,,In Force,Premium Paying,12/02/2043,12/02/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,943336,PN100016291,100016292,0,500000,,In Force,Premium Paying,20/01/2040,20/01/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943336,PN100016291,100016292,1,500000,,In Force,Premium Paying,20/01/2040,20/01/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943336,PN100016291,100016293,0,1000000,,In Force,Premium Paying,20/01/2040,20/01/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943336,PN100016291,100016293,1,1000000,,In Force,Premium Paying,20/01/2040,20/01/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943337,PN100016517,100016518,0,235000,,In Force,Premium Paying,17/02/2042,17/02/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943337,PN100016517,100016519,0,310000,,In Force,Premium Paying,17/02/2042,17/02/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943338,PN100016526,100016527,0,210000,,In Force,Premium Paying,10/03/2033,10/03/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943338,PN100016526,100016529,0,160000,,In Force,Premium Paying,10/03/2033,10/03/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943339,PN100016531,100016531,0,0,Main Coverage,Lapsed,Lapsed,04/02/2037,04/01/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943340,PN100016605,100016606,0,60000,,In Force,Premium Paying,07/02/2042,07/02/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943340,PN100016605,100016606,1,60000,,In Force,Premium Paying,07/02/2042,07/02/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943341,PN100016642,100016643,0,275334.18,,In Force,Premium Paying,19/02/2041,19/02/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943341,PN100016642,100016643,1,275334.18,Total and Permanent Disability,In Force,Premium Paying,19/02/2040,19/02/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943342,PN100016683,100016684,0,250000,,In Force,Premium Paying,17/02/2033,17/02/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943342,PN100016683,100016684,1,250000,,In Force,Premium Paying,17/02/2033,17/02/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943343,PN100016696,100016699,0,400000,,Lapsed,Lapsed,18/02/2048,18/02/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943343,PN100016696,100016701,0,100000,,In Force,Premium Paying,18/02/2048,18/02/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943344,PN100016725,100016725,0,0,,In Force,Premium Paying,11/02/2029,11/02/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,943345,PN100016790,100016791,0,750000,,Lapsed,Lapsed,06/03/2044,06/03/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943345,PN100016790,100016792,0,200000,,Lapsed,Lapsed,06/03/2044,06/03/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943346,PN100016835,100016836,0,100000,,Lapsed,Lapsed,14/02/2039,14/02/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943346,PN100016835,100016836,1,100000,,Lapsed,Lapsed,14/01/2034,14/01/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943346,PN100016835,100016837,0,250000,,Lapsed,Lapsed,14/02/2038,14/02/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943346,PN100016835,100016837,1,250000,,Lapsed,Lapsed,14/02/2038,14/02/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943347,PN100017027,100017028,0,200000,,In Force,Premium Paying,21/02/2051,21/02/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943347,PN100017027,100017028,1,200000,,In Force,Premium Paying,21/02/2051,21/02/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943348,PN100017080,100017082,0,150000,,In Force,Premium Paying,03/04/2037,03/04/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943348,PN100017080,100017082,1,150000,,In Force,Premium Paying,03/04/2037,03/04/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943349,PN100017312,100017313,0,1300000,,In Force,Premium Paying,27/03/2031,27/03/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,943349,PN100017312,100017313,1,1300000,,In Force,Premium Paying,27/03/2031,27/03/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,943350,PN100017316,100017318,0,250000,,In Force,Premium Paying,30/04/2049,30/04/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943350,PN100017316,100017318,1,250000,,In Force,Premium Paying,30/08/2044,30/08/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943350,PN100017316,100017319,0,100000,,In Force,Premium Paying,30/04/2049,30/04/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943350,PN100017316,100017319,1,100000,,In Force,Premium Paying,30/04/2049,30/04/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943351,PN100017401,100017402,0,1321869,,In Force,Premium Paying,27/06/2044,27/06/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943351,PN100017401,100017403,0,499420,,In Force,Premium Paying,27/06/2044,27/06/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943351,PN100017401,100017403,1,499420,,In Force,Premium Paying,27/06/2044,27/06/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943352,PN100017462,100017463,0,250000,,In Force,Premium Paying,27/03/2051,27/03/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943352,PN100017462,100017463,1,250000,,In Force,Premium Paying,27/03/2051,27/03/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943353,PN100017476,100017477,0,130000,,Lapsed,Lapsed,07/03/2056,07/03/2056
01/11/2023 14:29:30,01/11/2023 06:39:13,943353,PN100017476,100017477,1,130000,,Lapsed,Lapsed,07/03/2056,07/03/2056
01/11/2023 14:29:30,01/11/2023 06:39:13,943354,PN100017735,100017739,0,150000,,In Force,Premium Paying,11/04/2054,11/04/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943354,PN100017735,100017739,1,150000,,In Force,Premium Paying,11/04/2054,11/04/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943355,PN100017768,100017768,0,0,Main Coverage,Surrendered,Surrendered,22/03/2044,22/02/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943356,PN100017947,100017948,0,114477,,In Force,Premium Paying,03/11/2049,03/11/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943356,PN100017947,100017948,1,114477,,In Force,Premium Paying,28/09/2048,28/09/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943357,PN100018008,100018008,0,0,,In Force,Premium Paying,01/05/2031,01/05/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,943358,PN100018084,100018086,0,122582,,In Force,Premium Paying,17/04/2048,17/04/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943358,PN100018084,100018086,1,122582,,In Force,Premium Paying,17/04/2048,17/04/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943359,PN100018244,100018246,0,200000,Life,Lapsed,Lapsed,15/05/2048,15/04/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943359,PN100018244,100018246,1,200000,Critical Illness,Lapsed,Lapsed,15/05/2048,09/03/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943360,PN100018482,100018482,0,0,,In Force,Premium Paying,17/05/2100,17/05/2100
01/11/2023 14:29:30,01/11/2023 06:39:13,943361,PN100018579,100018825,0,420000,,In Force,Premium Paying,22/05/2038,22/05/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943361,PN100018579,100018825,1,420000,,In Force,Premium Paying,22/05/2038,22/05/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943362,PN100018702,100018702,0,0,,In Force,Premium Paying,13/05/2044,13/05/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943363,PN100018848,100018849,0,800000,,In Force,Premium Paying,01/08/2049,01/08/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943363,PN100018848,100018850,0,180000,,In Force,Premium Paying,01/08/2049,01/08/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943363,PN100018848,100018850,1,180000,,In Force,Premium Paying,01/08/2049,01/08/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943364,PN100018878,100018878,0,0,,In Force,Premium Paying,19/05/2029,19/05/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,943365,PN100018959,100018960,0,300000,,In Force,Premium Paying,02/06/2039,02/06/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943365,PN100018959,100018960,1,300000,,In Force,Premium Paying,02/06/2039,02/06/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943366,PN100018962,100018966,0,200000,,In Force,Premium Paying,30/07/2042,30/07/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943366,PN100018962,100018966,1,200000,,In Force,Premium Paying,30/07/2042,30/07/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943367,PN100018992,100018993,0,180000,,In Force,Premium Paying,02/06/2052,02/06/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943367,PN100018992,100018994,0,100000,,In Force,Premium Paying,02/06/2052,02/06/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943367,PN100018992,100018994,1,100000,,In Force,Premium Paying,23/01/2052,23/01/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943368,PN100019078,100019079,0,400000,,In Force,Premium Paying,29/05/2047,29/05/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,943369,PN100019081,100019083,0,400000,,In Force,Premium Paying,02/07/2048,02/07/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943370,PN100019229,100019229,0,0,,In Force,Premium Paying,27/05/2041,27/05/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943371,PN100019288,100019288,0,0,Main Coverage,Surrendered,Surrendered,01/07/2039,01/06/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943372,PN100019343,100019345,0,250000,,In Force,Premium Paying,30/05/2048,30/05/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943372,PN100019343,100019345,1,250000,,In Force,Premium Paying,30/05/2048,30/05/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943373,PN100019346,100019347,0,281785,,In Force,Premium Paying,27/06/2039,27/06/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943374,PN100019349,100019351,0,439980,,In Force,Premium Paying,27/06/2039,27/06/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943375,PN100019447,100019447,0,0,Main Coverage,Lapsed,Lapsed,01/07/2032,01/06/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,943376,PN100019463,100019464,0,150000,,In Force,Premium Paying,18/07/2049,18/07/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943376,PN100019463,100019464,1,150000,,In Force,Premium Paying,23/05/2049,23/05/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943377,PN100019465,100019466,0,150000,,In Force,Premium Paying,16/06/2047,16/06/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,943377,PN100019465,100019466,1,150000,,In Force,Premium Paying,16/06/2047,16/06/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,943378,PN100019608,100019608,0,0,,In Force,Premium Paying,01/07/2034,01/07/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943379,PN100019614,100019614,0,0,,In Force,Premium Paying,01/07/2024,01/07/2024
01/11/2023 14:29:30,01/11/2023 06:39:13,943380,PN100019632,100019634,0,54456,,In Force,Premium Paying,01/07/2052,01/07/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943380,PN100019632,100019634,1,54456,,In Force,Premium Paying,01/07/2052,01/07/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943381,PN100019759,100019759,0,0,Main Coverage,Surrendered,Surrendered,19/06/2029,19/05/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,943382,PN100019885,100019885,0,0,,In Force,Premium Paying,28/06/2044,28/06/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943383,PN100020001,100020001,0,0,Main Coverage,Surrendered,Surrendered,02/07/2033,02/06/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943384,PN100020093,100020095,0,350000,,Lapsed,Lapsed,31/07/2049,31/07/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943385,PN100020114,100020117,0,350000,,In Force,Premium Paying,28/08/2048,28/08/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943386,PN100020336,100020336,0,0,Main Coverage,Surrendered,Surrendered,16/07/2044,16/06/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943387,PN100020358,100020358,0,0,Main Coverage,Lapsed,Lapsed,01/08/2039,01/07/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943388,PN100020433,100020433,0,0,,In Force,Premium Paying,29/07/2044,29/07/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943389,PN100020474,100020475,0,165000,,In Force,Premium Paying,03/08/2040,03/08/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943389,PN100020474,100020475,1,165000,,In Force,Premium Paying,03/08/2040,03/08/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943390,PN100020505,100020505,0,0,Main Coverage,Surrendered,Surrendered,30/07/2024,30/06/2024
01/11/2023 14:29:30,01/11/2023 06:39:13,943391,PN100020509,100020509,0,0,Main Coverage,Surrendered,Surrendered,01/08/2043,01/07/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,943392,PN100020586,100020586,0,0,,In Force,Premium Paying,29/07/2044,29/07/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943393,PN100020697,100020697,0,0,,In Force,Premium Paying,01/08/2024,01/08/2024
01/11/2023 14:29:30,01/11/2023 06:39:13,943394,PN100020773,100020773,0,0,Main Coverage,Lapsed,Lapsed,06/08/2039,06/07/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943395,PN100020786,100020786,0,0,,In Force,Premium Paying,06/08/2034,06/08/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943396,PN100020971,100020971,0,0,,In Force,Premium Paying,30/08/2044,30/08/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943397,PN100021005,100021006,0,100000,,In Force,Premium Paying,22/08/2051,22/08/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943397,PN100021005,100021006,1,100000,,In Force,Premium Paying,22/08/2051,22/08/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943398,PN100021008,100021009,0,100000,,In Force,Premium Paying,02/09/2051,02/09/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943398,PN100021008,100021009,1,100000,,In Force,Premium Paying,02/09/2051,02/09/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943399,PN100021029,100021030,0,200000,,Lapsed,Lapsed,26/08/2059,26/08/2059
01/11/2023 14:29:30,01/11/2023 06:39:13,943399,PN100021029,100021030,1,200000,,Lapsed,Lapsed,26/08/2059,26/08/2059
01/11/2023 14:29:30,01/11/2023 06:39:13,943400,PN100021032,100021032,0,0,,In Force,Premium Paying,26/08/2039,26/08/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943401,PN100021059,100021061,0,832000,,Lapsed,Lapsed,19/09/2046,19/09/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943401,PN100021059,100021061,1,178956,,Lapsed,Lapsed,19/09/2046,19/09/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943401,PN100021059,100021062,0,147000,,Lapsed,Lapsed,19/09/2046,19/09/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943401,PN100021059,100021062,1,50884,,Lapsed,Lapsed,19/09/2046,19/09/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943402,PN100021114,100021115,0,300000,,In Force,Premium Paying,03/09/2044,03/09/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943402,PN100021114,100021115,1,300000,,In Force,Premium Paying,03/09/2044,03/09/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943403,PN100021288,100021288,0,0,,In Force,Premium Paying,11/09/2042,11/09/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943404,PN100021324,100021324,0,0,Main Coverage,Surrendered,Surrendered,13/09/2044,13/08/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943405,PN100021358,100021358,0,0,,In Force,Premium Paying,18/09/2038,18/09/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943406,PN100021385,100021387,0,125000,,Lapsed,Lapsed,01/10/2044,01/10/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943406,PN100021385,100021387,1,125000,,Lapsed,Lapsed,01/10/2044,01/10/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943407,PN100021417,100021418,0,300000,,In Force,Premium Paying,23/09/2046,23/09/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943408,PN100021457,100021457,0,0,,In Force,Premium Paying,26/04/2045,26/04/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943409,PN100021477,100021477,0,0,,In Force,Premium Paying,26/09/2044,26/09/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943410,PN100021533,100021535,0,200000,,Lapsed,Lapsed,08/10/2037,08/10/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943410,PN100021533,100021536,0,100000,,Lapsed,Lapsed,08/10/2037,08/10/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943410,PN100021533,100021536,1,100000,,Lapsed,Lapsed,08/10/2037,08/10/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943411,PN100021559,100021559,0,0,,In Force,Premium Paying,01/11/2044,01/11/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943412,PN100021565,100021565,0,0,Main Coverage,Lapsed,Lapsed,02/10/2044,02/09/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943413,PN100021594,100021594,0,0,,In Force,Premium Paying,26/09/2040,26/09/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943414,PN100021655,100021663,0,120000,,In Force,Premium Paying,29/09/2049,29/09/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943414,PN100021655,100021663,1,120000,,In Force,Premium Paying,29/09/2049,29/09/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943415,PN100021703,100021703,0,0,,In Force,Premium Paying,26/11/2079,26/11/2079
01/11/2023 14:29:30,01/11/2023 06:39:13,943416,PN100021759,100021762,0,100000,,In Force,Premium Paying,07/10/2036,07/10/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943416,PN100021759,100021762,1,100000,,In Force,Premium Paying,07/10/2036,07/10/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943417,PN100021850,100021850,0,0,,In Force,Premium Paying,10/10/2029,10/10/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,943418,PN100021856,100021856,0,0,,In Force,Premium Paying,24/10/2044,24/10/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943419,PN100021909,100021910,0,84004,,In Force,Premium Paying,04/11/2052,04/11/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943419,PN100021909,100021911,0,67514,,In Force,Premium Paying,04/11/2052,04/11/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943419,PN100021909,100021911,1,67514,,In Force,Premium Paying,04/11/2052,04/11/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943420,PN100021970,100021971,0,450000,,In Force,Premium Paying,01/11/2033,01/11/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943421,PN100022111,100022112,0,250000,,Lapsed,Lapsed,04/11/2043,04/11/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,943421,PN100022111,100022112,1,250000,,Lapsed,Lapsed,04/11/2043,04/11/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,943422,PN100022129,100022129,0,0,Main Coverage,Lapsed,Lapsed,28/02/2041,28/01/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943423,PN100022342,100022345,0,520843,,In Force,Premium Paying,28/12/2052,28/12/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943423,PN100022342,100022346,0,50592,,In Force,Premium Paying,28/12/2052,28/12/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943423,PN100022342,100022346,1,50592,,In Force,Premium Paying,28/12/2052,28/12/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943424,PN100022405,100022405,0,0,Main Coverage,Lapsed,Lapsed,03/12/2031,03/11/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,943425,PN100022436,100022436,0,0,,In Force,Premium Paying,28/11/2044,28/11/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943426,PN100022463,100022464,0,250000,,Lapsed,Lapsed,25/11/2038,25/11/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943426,PN100022463,100022464,1,250000,,Lapsed,Lapsed,25/11/2038,25/11/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943427,PN100022479,100022479,0,0,,In Force,Premium Paying,10/01/2045,10/01/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943428,PN100022495,100022499,0,250000,,In Force,Premium Paying,30/11/2029,30/11/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,943428,PN100022495,100022499,1,250000,,In Force,Premium Paying,30/11/2029,30/11/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,943429,PN100022567,100022568,0,285000,,In Force,Premium Paying,08/01/2050,08/01/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943429,PN100022567,100022568,1,285000,,In Force,Premium Paying,08/01/2050,08/01/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943430,PN100022571,100022574,0,285000,,In Force,Premium Paying,13/01/2051,13/01/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943430,PN100022571,100022574,1,285000,,In Force,Premium Paying,13/01/2051,13/01/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,943431,PN100022583,100022583,0,0,Main Coverage,Lapsed,Lapsed,27/11/2044,27/10/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943432,PN100022644,100022645,0,250000,,Lapsed,Lapsed,06/01/2048,06/01/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943432,PN100022644,100022645,1,250000,,Lapsed,Lapsed,06/01/2048,06/01/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943433,PN100022675,100022676,0,472209.83,,In Force,Premium Paying,09/12/2044,09/12/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943433,PN100022675,100022676,1,472209.83,,In Force,Premium Paying,09/12/2044,09/12/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943434,PN100022677,100022678,0,378360.67,,In Force,Premium Paying,13/01/2045,13/01/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943434,PN100022677,100022678,1,378360.67,,In Force,Premium Paying,13/01/2045,13/01/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,943435,PN100022778,100022778,0,0,Main Coverage,Surrendered,Surrendered,13/12/2044,13/11/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943436,PN100022782,100022783,0,100000,,In Force,Premium Paying,01/01/2050,01/01/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943436,PN100022782,100022783,1,100000,,In Force,Premium Paying,01/01/2050,01/01/2050
